obs_id,train_id,price,carat,cut,color,clarity,depth,table,x,y,z
id_000658,train,1433,0.43,Very Good,E,VVS1,61.9,56,4.81,4.85,2.99
id_000659,train,431,0.23,Very Good,G,VVS2,62.6,54,3.91,3.95,2.46
id_000660,train,5544,1.32,Ideal,I,SI1,61.7,56,7.11,7.05,4.37
id_000661,train,8910,1,Very Good,E,VVS2,63.5,55,6.36,6.31,4.02
id_000662,valid,10523,1.56,Very Good,I,VS1,58.2,59,7.65,7.7,4.47
id_000663,train,8596,1.2,Ideal,G,VS1,62.3,56,6.82,6.77,4.23
id_000664,valid,2212,0.7,Very Good,G,VS1,62.9,59,5.56,5.63,3.52
id_000665,train,4782,1.22,Good,H,SI2,61.5,64,6.93,6.87,4.25
id_000666,valid,716,0.32,Ideal,F,VS1,61.6,57,4.39,4.42,2.71
id_000667,train,3931,0.9,Fair,F,VS2,64.7,54,6.09,6.03,3.92
id_000668,train,17118,2.01,Very Good,E,SI2,60.6,59,8.11,8.25,4.96
id_000669,train,10333,1.56,Ideal,I,VS2,61.8,56,7.41,7.45,4.59
id_000670,train,2063,0.52,Ideal,G,VVS1,61.6,55,5.14,5.18,3.18
id_000671,valid,3368,0.9,Very Good,F,SI2,62.6,56,6.13,6.17,3.85
id_000672,test,NA,0.54,Ideal,D,VVS1,61.2,57,5.25,5.27,3.22
id_000673,train,787,0.28,Ideal,E,VVS2,60.8,55,4.26,4.29,2.6
id_000674,train,984,0.35,Ideal,E,VS2,62,55,4.54,4.52,2.81
id_000675,train,2539,0.96,Fair,G,SI2,66.8,61,6.15,6.04,4.07
id_000676,train,758,0.32,Ideal,D,VS2,62.7,57,4.4,4.44,2.77
id_000677,train,8436,1.2,Very Good,F,VS2,61.1,59,6.81,6.87,4.18
id_000678,train,730,0.34,Ideal,D,VS2,60.8,57,4.52,4.56,2.76
id_000679,train,8454,1.03,Ideal,G,VVS1,62.4,57,6.39,6.47,4.01
id_000680,valid,15152,1.51,Fair,D,VS2,66,57,7.17,7.08,4.7
id_000681,train,868,0.3,Ideal,F,VVS1,62.1,55,4.31,4.32,2.68
id_000682,test,NA,0.54,Very Good,D,SI1,62.1,58,5.21,5.23,3.24
id_000683,test,NA,0.28,Ideal,H,VVS2,61.2,55,4.18,4.22,2.57
id_000684,test,NA,0.3,Ideal,D,SI1,61.4,55,4.29,4.34,2.65
id_000685,train,8572,1.57,Premium,G,SI2,61.1,61,7.46,7.43,4.55
id_000686,valid,3931,0.9,Ideal,G,SI1,61.6,57,6.24,6.17,3.82
id_000687,train,4435,1,Good,E,SI1,63.1,64,6.31,6.25,3.96
id_000688,valid,6659,1.53,Fair,J,VS2,64.7,58,7.24,7.22,4.68
id_000689,train,1053,0.51,Premium,G,SI1,62,59,5.12,5.1,3.17
id_000690,train,720,0.32,Premium,G,VS2,62,59,4.41,4.37,2.72
id_000691,train,863,0.41,Ideal,F,VS2,61.8,56,4.76,4.79,2.95
id_000692,train,1436,0.5,Premium,F,VS2,60.9,58,5.1,5.14,3.12
id_000693,train,7942,1.42,Ideal,J,VS2,61.7,56,7.22,7.27,4.47
id_000694,train,3625,0.83,Premium,E,VS2,61.3,59,6.08,6.02,3.71
id_000695,train,8797,1.01,Very Good,E,VVS2,63.4,57,6.45,6.33,4.05
id_000696,valid,7162,1.51,Premium,I,SI2,62.6,59,7.28,7.31,4.57
id_000697,test,NA,0.51,Premium,F,SI1,59.4,60,5.19,5.21,3.09
id_000698,train,12931,1.73,Premium,H,SI1,61.8,57,7.77,7.64,4.76
id_000699,valid,489,0.31,Good,I,VS1,63.9,56,4.28,4.3,2.74
id_000700,train,435,0.31,Premium,I,VS2,62.3,60,4.31,4.32,2.69
id_000701,train,8480,1.34,Premium,E,VS2,58.2,60,7.26,7.21,4.21
id_000702,train,1655,0.57,Ideal,H,VS2,61.6,57,5.35,5.37,3.3
id_000703,train,2671,0.7,Ideal,F,VS2,61.8,54,5.68,5.71,3.52
id_000704,test,NA,0.41,Very Good,I,VVS1,63.5,58,4.7,4.75,3
id_000705,train,776,0.3,Ideal,G,VS1,62.8,57,4.29,4.25,2.68
id_000706,train,2064,0.63,Premium,E,VS1,61.8,60,5.51,5.49,3.4
id_000707,train,743,0.33,Premium,H,VS1,61.9,58,4.45,4.43,2.75
id_000708,train,9677,1.44,Good,G,VS1,63.6,58,7.01,6.96,4.44
id_000709,train,1994,0.59,Ideal,E,SI1,61.6,55,5.41,5.43,3.34
id_000710,test,NA,1.01,Ideal,F,VS1,60.7,57,6.52,6.49,3.95
id_000711,train,4588,1.01,Premium,G,SI1,62.5,60,6.34,6.39,3.98
id_000712,train,2300,0.71,Premium,I,VS2,59.3,59,5.89,5.81,3.47
id_000713,test,NA,1.1,Very Good,I,SI2,62.6,59,6.53,6.57,4.1
id_000714,train,911,0.3,Premium,D,VS2,61.9,58,4.32,4.28,2.66
id_000715,train,12081,1.22,Ideal,G,VVS1,61.5,56,6.86,6.9,4.23
id_000716,train,723,0.33,Ideal,E,VS2,61.1,56,4.45,4.48,2.73
id_000717,train,6230,0.9,Ideal,E,VS1,61.7,56,6.19,6.22,3.83
id_000718,train,4203,1.2,Premium,D,SI2,60.2,60,6.94,6.81,4.14
id_000719,train,2700,0.91,Good,I,SI1,64.2,59,6.05,5.98,3.86
id_000720,valid,9979,1.32,Premium,G,VS1,60.6,57,7.14,7.09,4.31
id_000721,train,5217,1.23,Very Good,J,VS2,62.9,58,6.75,6.83,4.27
id_000722,train,2642,0.72,Ideal,H,VS1,61.6,59,5.75,5.78,3.55
id_000723,train,9343,1.51,Very Good,I,VS1,63,59,7.28,7.3,4.59
id_000724,train,1712,0.56,Good,F,VS1,63.2,61,5.2,5.28,3.3
id_000725,valid,972,0.32,Premium,D,VS2,62,57,4.42,4.38,2.73
id_000726,train,4116,0.92,Good,H,VS1,62.3,63,6.18,6.3,3.88
id_000727,test,NA,0.51,Premium,G,VS1,62.1,58,5.12,5.09,3.17
id_000728,test,NA,0.7,Fair,H,SI1,65.3,55,5.58,5.54,3.63
id_000729,valid,553,0.24,Premium,E,VVS1,60.7,58,4.01,4.03,2.44
id_000730,train,2192,0.57,Ideal,E,VS1,61.8,55,5.34,5.39,3.32
id_000731,train,6048,1,Premium,G,VS2,63,58,6.4,6.33,4.01
id_000732,train,4067,0.91,Good,F,SI1,58,57,6.36,6.47,3.72
id_000733,train,2906,0.74,Good,E,SI1,62.8,61,5.74,5.76,3.61
id_000734,train,11102,1.51,Fair,E,SI1,58.4,70,7.55,7.39,4.36
id_000735,test,NA,0.53,Very Good,E,VVS2,62.3,55,5.18,5.22,3.23
id_000736,test,NA,0.7,Good,I,SI1,58.2,61,5.8,5.84,3.39
id_000737,train,1081,0.44,Ideal,D,VS2,60.4,56,4.91,4.95,2.98
id_000738,train,4678,0.9,Ideal,F,VS2,62.7,56,6.17,6.2,3.88
id_000739,test,NA,0.23,Very Good,G,VVS1,61.5,56,3.92,3.96,2.42
id_000740,valid,1683,0.58,Ideal,E,VS2,61.7,57,5.35,5.42,3.32
id_000741,test,NA,0.31,Ideal,F,IF,62.3,54,4.33,4.37,2.71
id_000742,train,2494,0.71,Very Good,G,VS1,63.3,56,5.67,5.64,3.58
id_000743,train,9290,1.52,Very Good,I,SI1,59.9,60,7.46,7.49,4.48
id_000744,valid,5229,1.01,Very Good,E,SI1,62.4,58,6.36,6.4,3.99
id_000745,test,NA,0.42,Ideal,D,SI1,61.9,56,4.82,4.84,2.99
id_000746,train,1871,0.55,Ideal,F,VS2,62.1,55,5.27,5.25,3.26
id_000747,train,5872,1.07,Ideal,D,SI1,61.8,55,6.59,6.54,4.06
id_000748,valid,2039,0.7,Very Good,F,SI2,59.6,61,5.8,5.88,3.48
id_000749,test,NA,0.71,Premium,E,SI1,62.7,56,5.71,5.64,3.56
id_000750,train,7915,1.51,Very Good,D,SI2,63.2,59,7.25,7.18,4.56
id_000751,train,574,0.3,Premium,D,SI2,60.9,58,4.32,4.29,2.62
id_000752,train,1574,0.51,Premium,D,SI1,62.7,59,5.08,5.06,3.18
id_000753,train,543,0.23,Ideal,E,VS2,62.6,57,3.92,3.88,2.44
id_000754,train,16392,2.03,Very Good,I,SI1,62.3,60,8.01,8.07,5.01
id_000755,test,NA,0.9,Fair,D,SI1,64.5,61,6.05,6.01,3.89
id_000756,valid,1957,0.52,Ideal,G,VVS2,61.4,55.3,5.18,5.21,3.19
id_000757,train,2386,0.81,Ideal,I,SI2,61.7,59,5.92,6,3.68
id_000758,test,NA,0.71,Ideal,F,SI2,62.1,54,5.72,5.74,3.56
id_000759,train,786,0.32,Ideal,G,VVS1,61.8,56,4.39,4.41,2.72
id_000760,train,7751,1.04,Very Good,E,VS1,63,55,6.45,6.5,4.08
id_000761,valid,8517,1.5,Good,D,SI2,62.4,61,7.23,7.36,4.55
id_000762,train,675,0.3,Premium,G,VS2,60.8,61,4.34,4.31,2.63
id_000763,valid,1015,0.41,Ideal,D,SI1,62.2,57,4.76,4.7,2.94
id_000764,train,919,0.43,Premium,H,SI1,61.5,58,4.86,4.8,2.97
id_000765,train,1278,0.4,Ideal,E,VVS1,60.8,57,4.79,4.82,2.92
id_000766,train,6004,1.01,Good,E,VS2,65.4,56,6.18,6.23,4.06
id_000767,train,1073,0.52,Good,H,SI1,63.6,62,5.11,5.04,3.23
id_000768,valid,2839,0.73,Ideal,G,VS2,61.8,54,5.8,5.82,3.59
id_000769,train,2101,0.66,Good,G,VS2,58.1,59.9,5.68,5.72,3.31
id_000770,test,NA,0.33,Ideal,H,SI1,63,56,4.42,4.41,2.78
id_000771,train,7850,1.33,Ideal,H,VS2,62.6,57,7.02,6.98,4.38
id_000772,test,NA,1.02,Premium,D,VS2,59.8,61,6.61,6.54,3.93
id_000773,test,NA,0.7,Fair,H,VS2,57,58,5.87,5.89,3.35
id_000774,train,2054,0.73,Ideal,J,VS2,62.8,55,5.69,5.72,3.58
id_000775,valid,15306,1.02,Very Good,D,IF,62.7,57,6.36,6.46,4.02
id_000776,test,NA,0.7,Premium,E,SI1,59.1,62,5.8,5.74,3.41
id_000777,train,2777,0.7,Premium,E,SI1,60.5,58,5.77,5.74,3.48
id_000778,train,3998,1.01,Very Good,J,SI1,62.8,57,6.37,6.41,4.01
id_000779,train,9513,1.51,Very Good,I,VS1,63.1,53,7.34,7.25,4.6
id_000780,train,4542,0.98,Very Good,G,SI2,62.2,57,6.33,6.37,3.95
id_000781,train,564,0.26,Very Good,E,VVS2,61.7,61,4.08,4.12,2.53
id_000782,train,6143,1.12,Ideal,I,SI1,60.3,57,6.74,6.79,4.08
id_000783,train,4977,1.29,Very Good,F,SI2,63.4,57,6.92,6.77,4.35
id_000784,valid,3461,1.01,Premium,G,SI2,61.5,58,6.51,6.44,3.98
id_000785,train,9397,1.21,Ideal,F,VS2,61.3,56,6.86,6.91,4.22
id_000786,train,2290,0.7,Fair,G,VS1,65.2,57,5.56,5.52,3.61
id_000787,train,4536,1.08,Ideal,H,SI2,60.4,57,6.68,6.63,4.02
id_000788,train,5412,1.26,Ideal,D,SI2,61.6,56,6.99,6.95,4.3
id_000789,train,8736,1.5,Ideal,G,SI2,62,57,7.31,7.26,4.52
id_000790,train,5416,1.01,Premium,H,VS1,61.1,58,6.45,6.48,3.95
id_000791,train,1424,0.58,Very Good,E,SI1,61.5,58,5.31,5.36,3.28
id_000792,train,1814,0.72,Very Good,J,VS2,63.2,60,5.77,5.7,3.63
id_000793,train,3489,0.77,Good,D,VS2,63.1,57,5.83,5.86,3.69
id_000794,train,863,0.3,Very Good,D,VS1,62,55,4.31,4.35,2.68
id_000795,train,3920,1,Premium,J,SI1,58.7,58,6.55,6.51,3.83
id_000796,valid,5692,1.21,Ideal,H,SI2,62.1,55,6.87,6.82,4.25
id_000797,valid,2631,0.75,Premium,G,SI1,60.9,58,5.87,5.83,3.56
id_000798,train,852,0.33,Ideal,E,VVS1,62.6,58,4.36,4.4,2.74
id_000799,train,1125,0.5,Premium,F,SI1,59.6,61,5.15,5.12,3.06
id_000800,train,394,0.21,Premium,E,SI2,61.9,56,3.84,3.82,2.37
id_000801,train,878,0.3,Very Good,G,VVS2,63.5,56,4.34,4.29,2.74
id_000802,test,NA,0.71,Very Good,G,VS2,64.5,57,5.56,5.6,3.6
id_000803,train,1262,0.48,Good,G,VS1,57.8,60.9,5.12,5.19,2.97
id_000804,train,4284,1.02,Very Good,H,SI2,63.1,59,6.43,6.37,4.04
id_000805,test,NA,1.16,Premium,I,SI1,61.5,57,6.79,6.73,4.16
id_000806,train,2055,0.66,Good,G,VS1,59,62,5.66,5.72,3.35
id_000807,train,4314,1.07,Very Good,E,SI1,60.4,63,6.67,6.6,4.01
id_000808,valid,9714,1.76,Ideal,I,SI2,61.2,55,7.79,7.76,4.76
id_000809,train,1666,0.72,Very Good,J,SI1,62.7,56,5.66,5.72,3.57
id_000810,train,2398,0.7,Ideal,I,VS1,62.1,57,5.69,5.71,3.54
id_000811,train,13286,2.02,Good,I,SI1,64.3,56,7.85,7.99,5.09
id_000812,train,1356,0.41,Ideal,F,VVS1,62.3,57,4.77,4.73,2.96
id_000813,train,1156,0.58,Fair,D,SI2,65.1,58,5.25,5.22,3.41
id_000814,train,5006,1.01,Premium,G,SI1,61.3,59,6.48,6.44,3.96
id_000815,train,524,0.26,Good,F,VVS1,64,57,4.03,4.06,2.59
id_000816,valid,6307,1.03,Premium,F,VS2,62.4,58,6.47,6.42,4.02
id_000817,valid,921,0.42,Very Good,G,VS1,60.6,58,4.82,4.95,2.96
id_000818,train,1292,0.59,Ideal,H,SI2,61.9,55,5.37,5.39,3.33
id_000819,train,612,0.41,Very Good,F,SI2,62.6,54,4.75,4.77,2.98
id_000820,test,NA,1.5,Good,J,VS1,63.3,57,7.2,7.24,4.57
id_000821,valid,5396,1,Premium,E,SI1,60.5,59,6.45,6.4,3.89
id_000822,train,5247,1,Very Good,H,SI1,62.1,58,6.44,6.45,4
id_000823,train,802,0.31,Ideal,F,VS2,62.3,55,4.38,4.35,2.72
id_000824,train,3750,1.01,Premium,G,SI2,62.9,57,6.39,6.33,4
id_000825,train,1134,0.55,Premium,E,SI2,58.4,61,5.37,5.31,3.12
id_000826,train,2095,0.79,Very Good,I,SI1,63.3,57,5.86,5.83,3.7
id_000827,train,4690,1.01,Very Good,D,SI2,60.1,60,6.41,6.47,3.87
id_000828,test,NA,0.73,Premium,F,SI1,61.7,58,5.74,5.7,3.53
id_000829,test,NA,0.51,Very Good,F,SI2,62.7,56,5.07,5.1,3.19
id_000830,valid,4788,1,Premium,H,SI1,62.1,56,6.48,6.38,3.99
id_000831,train,850,0.44,Very Good,D,VS2,62.8,58,4.79,4.86,3.03
id_000832,train,3620,0.73,Ideal,E,VS1,61.2,57,5.85,5.8,3.57
id_000833,train,3942,1.12,Premium,E,I1,61,59,6.7,6.74,4.1
id_000834,valid,7015,1.04,Ideal,F,VS1,61.4,57,6.51,6.56,4.01
id_000835,train,3774,1.04,Premium,I,SI2,62,57,6.53,6.47,4.03
id_000836,valid,10641,1.02,Very Good,E,VVS1,60.2,60,6.39,6.54,3.89
id_000837,test,NA,1.01,Premium,H,SI1,62.8,58,6.43,6.34,4.01
id_000838,valid,2113,0.54,Very Good,D,VS2,60.7,57,5.24,5.29,3.2
id_000839,train,11574,1.55,Ideal,I,VS2,61.8,55,7.4,7.44,4.58
id_000840,valid,5600,1,Good,G,VS2,63.4,61,6.23,6.29,3.97
id_000841,train,9037,1.58,Very Good,G,SI2,60,53,7.59,7.64,4.57
id_000842,valid,4114,0.7,Ideal,F,VVS2,61.2,56,5.73,5.78,3.52
id_000843,valid,5759,1.35,Very Good,J,VS1,62.1,56,7.04,7.1,4.39
id_000844,train,3838,0.71,Ideal,D,VS2,61,56,5.76,5.81,3.53
id_000845,test,NA,1.04,Ideal,E,VVS2,61,57,6.61,6.57,4.02
id_000846,train,879,0.31,Ideal,D,VS2,59.4,57,4.5,4.45,2.66
id_000847,test,NA,0.33,Ideal,E,VS2,60.8,57,4.45,4.47,2.71
id_000848,train,4270,1.01,Very Good,E,SI2,63.3,57,6.39,6.31,4.02
id_000849,valid,8912,1.14,Very Good,F,VVS2,63.3,56,6.56,6.71,4.2
id_000850,valid,1881,0.55,Premium,E,VS2,61.5,56,5.28,5.25,3.24
id_000851,train,1041,0.37,Premium,E,VS2,58.9,61,4.68,4.66,2.75
id_000852,train,2106,0.6,Premium,D,SI1,62.8,61,5.41,5.33,3.37
id_000853,test,NA,1.52,Good,H,SI1,63.8,60,7.24,7.3,4.64
id_000854,valid,805,0.31,Ideal,D,VVS2,61.2,59,4.37,4.39,2.68
id_000855,train,10389,1.27,Premium,G,VVS2,61,58,7.01,6.96,4.26
id_000856,train,10977,1.54,Premium,H,VS2,61,60,7.42,7.46,4.54
id_000857,train,11379,1.52,Ideal,H,VS2,61.8,54,7.42,7.43,4.59
id_000858,valid,1173,0.57,Very Good,I,SI1,61.8,57,5.31,5.34,3.29
id_000859,valid,928,0.33,Ideal,E,VS2,62.1,56,4.46,4.43,2.76
id_000860,train,3148,0.77,Ideal,G,VS1,62.2,56,5.9,5.85,3.66
id_000861,train,18729,1.51,Ideal,E,VS1,61.5,57,7.34,7.4,4.53
id_000862,train,4591,1.06,Ideal,I,SI2,62.7,58,6.48,6.5,4.07
id_000863,train,5174,1.01,Very Good,F,SI1,61,57,6.44,6.54,3.96
id_000864,test,NA,0.3,Very Good,E,VS2,60.7,63,4.32,4.35,2.63
id_000865,train,6002,2.03,Fair,H,I1,64.4,59,7.91,7.85,5.07
id_000866,train,2998,0.85,Fair,G,VS1,57.7,67,6.26,6.19,3.59
id_000867,train,648,0.32,Premium,H,VS2,62.5,59,4.38,4.33,2.72
id_000868,test,NA,0.5,Fair,E,SI2,58,67,5.26,5.17,3.02
id_000869,train,1608,0.56,Ideal,E,VS1,62.7,56,5.26,5.3,3.31
id_000870,valid,3293,0.8,Ideal,F,SI1,60.1,60,5.98,6.03,3.61
id_000871,train,566,0.34,Premium,F,SI1,59.8,58,4.53,4.57,2.72
id_000872,train,1061,0.41,Premium,G,VS2,60.9,58,4.83,4.8,2.93
id_000873,valid,1625,0.52,Ideal,F,VS2,61.2,56,5.19,5.37,3.2
id_000874,train,507,0.31,Ideal,I,VS1,62.4,53,4.33,4.36,2.71
id_000875,train,767,0.31,Ideal,E,VVS2,61.9,54,4.38,4.41,2.72
id_000876,test,NA,1.07,Ideal,E,VVS2,61.7,57,6.61,6.55,4.06
id_000877,test,NA,1.01,Ideal,G,SI1,61.5,56,6.52,6.46,3.99
id_000878,train,7764,1.52,Premium,H,SI2,62,58,7.37,7.34,4.56
id_000879,train,477,0.32,Good,D,SI2,63.4,56,4.36,4.38,2.77
id_000880,train,4321,0.9,Premium,H,VS2,60.4,59,6.24,6.27,3.78
id_000881,valid,619,0.32,Very Good,D,SI1,60.1,60,4.38,4.4,2.64
id_000882,test,NA,0.42,Ideal,F,SI1,60.9,55,4.88,4.84,2.96
id_000883,train,5460,1.5,Fair,D,I1,64.7,62,7.19,7.04,4.6
id_000884,train,473,0.3,Very Good,H,VS2,63,59,4.25,4.29,2.69
id_000885,train,2012,0.52,Ideal,G,VVS2,61.7,56,5.16,5.14,3.18
id_000886,valid,4637,1.21,Fair,G,SI1,64.5,56,6.69,6.62,4.29
id_000887,train,828,0.32,Premium,G,VS1,62.1,56,4.43,4.4,2.74
id_000888,train,790,0.34,Ideal,E,VS1,61.6,55,4.5,4.52,2.78
id_000889,train,1608,0.57,Very Good,G,VS2,62.6,55,5.26,5.31,3.31
id_000890,test,NA,0.5,Fair,F,I1,69.8,55,4.89,4.8,3.38
id_000891,train,606,0.35,Ideal,I,SI1,61.3,54,4.56,4.51,2.78
id_000892,train,3774,0.9,Premium,G,SI1,62.9,58,6.11,6.02,3.82
id_000893,train,1806,0.5,Good,G,VVS2,63.8,56,5.06,5.03,3.22
id_000894,valid,7385,1.57,Ideal,I,SI2,62.8,57,7.39,7.36,4.63
id_000895,test,NA,0.35,Premium,E,VS2,61.9,61,4.54,4.5,2.8
id_000896,train,2317,0.71,Premium,F,SI1,61.1,62,5.76,5.72,3.51
id_000897,test,NA,0.28,Very Good,G,VS2,62,56,4.16,4.19,2.59
id_000898,train,746,0.39,Premium,G,SI2,62.7,54,4.71,4.64,2.93
id_000899,valid,1406,0.37,Ideal,F,VVS1,59.2,57,4.75,4.71,2.8
id_000900,train,5247,1.2,Very Good,F,SI2,62.2,62,6.7,6.77,4.19
id_000901,train,2574,0.74,Very Good,E,SI2,61,57,5.83,5.88,3.57
id_000902,train,645,0.32,Ideal,G,VS1,61.2,56,4.42,4.44,2.71
id_000903,train,576,0.32,Premium,I,VS2,61.1,57,4.42,4.39,2.69
id_000904,train,942,0.31,Ideal,E,VVS1,60.5,57,4.38,4.41,2.66
id_000905,train,4542,1.27,Good,J,SI2,66,59,6.71,6.75,4.44
id_000906,train,4082,0.9,Premium,H,VS2,61.8,56,6.25,6.18,3.84
id_000907,valid,790,0.39,Very Good,G,VS1,60.3,59,4.71,4.77,2.86
id_000908,valid,4666,1.24,Premium,E,SI2,60.5,62,6.97,6.89,4.19
id_000909,train,841,0.41,Ideal,D,SI2,62.6,57,4.77,4.72,2.97
id_000910,test,NA,1.21,Very Good,H,VS2,62.9,55,6.75,6.8,4.26
id_000911,test,NA,0.31,Premium,E,SI2,60.9,60,4.35,4.38,2.66
id_000912,train,605,0.32,Ideal,I,VS1,62.1,57,4.42,4.37,2.73
id_000913,valid,2475,0.7,Ideal,E,SI2,62.1,56,5.68,5.65,3.52
id_000914,valid,3590,1.08,Very Good,F,SI2,63.1,59,6.51,6.46,4.09
id_000915,valid,4208,1.01,Very Good,H,VS2,63.1,62,6.18,6.15,3.89
id_000916,train,891,0.31,Ideal,G,IF,62.6,53,4.36,4.39,2.74
id_000917,train,4571,1.06,Premium,G,SI2,61.9,60,6.53,6.52,4.04
id_000918,train,675,0.3,Premium,H,VS1,62.2,60,4.29,4.23,2.65
id_000919,train,729,0.36,Premium,I,VS1,60.3,60,4.64,4.58,2.78
id_000920,test,NA,0.25,Ideal,F,VS1,62.1,57,4.01,4.04,2.5
id_000921,valid,4916,1,Good,E,SI1,60.4,61,6.37,6.44,3.87
id_000922,train,13619,2.01,Premium,J,VS2,60.4,59,8.1,8.15,4.91
id_000923,train,505,0.23,Very Good,E,VVS2,61.3,57,3.97,4.02,2.45
id_000924,train,9555,1.53,Premium,J,VVS1,61.6,59,7.39,7.35,4.54
id_000925,train,2497,0.75,Good,E,SI2,59.7,62,5.85,5.88,3.5
id_000926,train,1040,0.44,Premium,H,VS2,61.3,58,4.91,4.88,3
id_000927,train,891,0.33,Ideal,I,IF,61.8,55,4.47,4.46,2.76
id_000928,valid,449,0.32,Ideal,E,SI2,62.7,55,4.39,4.42,2.76
id_000929,train,473,0.3,Ideal,H,VS2,60.7,57,4.33,4.37,2.64
id_000930,train,4504,1,Good,F,SI1,62.5,57,6.28,6.39,3.96
id_000931,train,923,0.41,Ideal,G,SI1,62.6,54,4.78,4.74,2.98
id_000932,train,421,0.3,Very Good,H,SI1,61.6,62,4.24,4.3,2.63
id_000933,train,6808,1.05,Very Good,F,VS2,62.8,57,6.45,6.48,4.06
id_000934,valid,1659,0.53,Ideal,G,VS1,62.4,54,5.18,5.21,3.24
id_000935,test,NA,0.4,Very Good,E,SI1,62.2,56,4.71,4.74,2.94
id_000936,test,NA,0.7,Good,H,SI1,63.7,59,5.59,5.53,3.54
id_000937,test,NA,1.05,Very Good,G,SI1,59.1,57,6.63,6.73,3.95
id_000938,test,NA,0.74,Good,J,VS2,60.6,62.6,5.79,5.85,3.53
id_000939,valid,16003,2.01,Good,I,VS2,63.6,57,7.87,7.95,5.03
id_000940,valid,3372,0.76,Ideal,G,VS1,61.6,56,5.82,5.87,3.6
id_000941,train,3831,0.8,Very Good,E,VS1,63.2,54,5.88,5.93,3.73
id_000942,test,NA,0.33,Very Good,F,VS2,61.2,58,4.45,4.5,2.74
id_000943,train,3212,0.76,Ideal,G,SI1,61.2,57,5.85,5.9,3.59
id_000944,valid,886,0.3,Ideal,F,IF,62.1,55,4.31,4.35,2.69
id_000945,train,534,0.32,Ideal,H,VS2,61.7,56,4.39,4.42,2.72
id_000946,train,4704,1.5,Fair,I,I1,69.7,56,6.94,6.9,4.82
id_000947,train,15797,1.7,Premium,G,VS2,59,58,7.8,7.85,4.62
id_000948,test,NA,1.02,Premium,G,SI1,61,59,6.48,6.44,3.94
id_000949,train,855,0.39,Premium,G,VS1,62.6,58,4.66,4.7,2.93
id_000950,train,631,0.3,Very Good,G,VVS2,60.3,57,4.35,4.36,2.63
id_000951,train,7802,1.72,Ideal,E,I1,62.2,55,7.7,7.67,4.78
id_000952,test,NA,0.43,Ideal,G,IF,61.9,53,4.87,4.88,3.02
id_000953,train,7191,1.2,Very Good,D,SI1,60.7,58,6.81,6.86,4.15
id_000954,train,1402,0.58,Very Good,H,SI1,62.5,58,5.29,5.31,3.31
id_000955,test,NA,1.53,Premium,H,VVS2,60.4,60,7.46,7.41,4.49
id_000956,train,5364,1.03,Premium,H,VS2,62.6,56,6.43,6.38,4.01
id_000957,train,666,0.38,Ideal,G,SI1,62.4,57,4.62,4.65,2.89
id_000958,train,8216,1.4,Fair,F,VS2,66.5,56,6.83,6.76,4.52
id_000959,train,367,0.2,Premium,E,VS2,59.7,62,3.84,3.8,2.28
id_000960,test,NA,0.7,Very Good,E,SI2,63.5,54,5.69,5.64,3.6
id_000961,train,11780,2.01,Very Good,H,SI2,63.4,60,7.97,7.89,5.03
id_000962,train,1049,0.4,Very Good,F,VVS2,62,56,4.71,4.74,2.93
id_000963,train,891,0.31,Ideal,G,IF,61.3,57,4.39,4.42,2.7
id_000964,valid,13333,1.5,Premium,F,VS2,62.4,57,7.38,7.29,4.58
id_000965,test,NA,1.28,Ideal,G,IF,60.8,57,7.02,7.05,4.28
id_000966,train,6715,1.26,Ideal,H,SI1,61,56,7,7.04,4.28
id_000967,train,2313,0.54,Premium,E,VVS2,61,59,5.28,5.27,3.22
id_000968,test,NA,0.27,Very Good,E,VS2,63.1,57,4.07,4.11,2.58
id_000969,test,NA,1.03,Fair,I,SI2,65.2,56,6.42,6.35,4.16
id_000970,train,14386,1.5,Premium,E,VS2,60.7,60,7.41,7.32,4.47
id_000971,valid,3638,0.91,Very Good,E,SI2,60.3,59,6.28,6.25,3.78
id_000972,train,978,0.45,Ideal,J,VVS1,61.9,56,4.93,4.95,3.06
id_000973,train,3476,0.74,Very Good,D,VS2,59.8,58,5.9,5.94,3.54
id_000974,train,9344,1.51,Premium,I,SI1,61.7,60,7.31,7.27,4.5
id_000975,valid,3446,0.81,Ideal,H,SI1,61.4,56,6,6.05,3.7
id_000976,train,5906,1,Good,G,VS1,64.4,58,6.23,6.29,4.03
id_000977,train,470,0.27,Very Good,F,VS2,63.3,58,4.08,4.1,2.59
id_000978,train,2125,0.59,Ideal,G,VVS2,62.7,56,5.33,5.36,3.35
id_000979,valid,1052,0.33,Ideal,G,IF,61.6,55,4.51,4.48,2.77
id_000980,train,5562,1.2,Ideal,G,SI2,58.9,60,6.98,6.94,4.1
id_000981,train,3422,0.9,Good,E,SI2,61.9,62,6.14,6.18,3.81
id_000982,train,2112,0.71,Fair,H,SI1,65.1,56,5.63,5.55,3.64
id_000983,train,2128,0.54,Very Good,G,IF,62.5,58,5.19,5.27,3.27
id_000984,test,NA,1.25,Very Good,H,VS2,63.3,57,6.87,6.82,4.33
id_000985,train,9788,1.24,Ideal,G,VVS2,61.2,56,6.92,6.88,4.22
id_000986,train,432,0.32,Ideal,I,SI1,60.7,57,4.42,4.47,2.7
id_000987,valid,2406,0.7,Premium,H,VVS1,60.9,60,5.76,5.71,3.49
