obs_id,train_id,median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters
id_003888,test,NA,2338,40.331677,-78.87137,1049,94,6.3,2.46,1.84,2.2,2.9,4.8,6.5,16.4,14.1,20.5,11.2,21.4,0,1.4,18.6,61.8,16.6,1.6,89.8,10.2
id_003889,test,NA,2530,41.080079,-75.787718,1427,397,6,2.51,2.31,3.4,6.7,16.5,4.8,15.2,7.4,10.4,9.9,25.9,0.2,6.4,25.8,52.2,13.5,2,87.9,12.1
id_003890,train,412300,9081,33.220411,-117.307081,3385,433,5.2,3.08,2.79,1.8,16.1,45.2,28.6,7.9,0,0.4,0,0,1.9,4.8,38.2,26.6,21.5,6.9,56.1,43.9
id_003891,test,NA,5991,39.860509,-77.890168,2716,288,5.9,2.53,2.41,4,2.5,12.3,5.5,11.9,11.8,11.7,5.7,34.5,1.9,6.3,24.2,49.4,14.2,4,68.9,31.1
id_003892,train,250600,11470,36.210825,-119.304051,3252,145,6.1,3.08,3.66,30.7,19.3,11.5,5.1,13.5,10.3,3.8,2.2,3.6,1.4,0.9,11.4,56.9,24.8,4.5,72,28
id_003893,train,458800,2460,38.316865,-122.282734,1075,75,4.2,3.02,2.12,0,2.4,5,26.8,49.6,14.8,0,0,1.4,0,14.7,47.3,23.4,12.9,1.7,28.7,71.3
id_003894,train,571800,1288,39.18932,-120.110221,2031,1582,4.4,2.33,2.85,1,0.6,6,7.9,72.9,7.7,1.4,1.8,0.7,1.4,2.5,14.4,42.9,34.1,4.6,80.4,19.6
id_003895,train,717600,2671,37.802069,-122.181962,1050,68,6.6,2.29,2.97,1.4,9.3,10.1,8.1,15.5,16.3,29,7.5,2.8,0.9,0.7,11.2,60.7,18.7,7.9,86.3,13.7
id_003896,train,205300,4884,38.669574,-121.759981,1635,75,4.8,2.94,3.7,1.9,5,8,31.1,30.9,8.9,10.6,1.3,2.2,1.5,7.9,44,39,6.4,1.2,42.6,57.4
id_003897,test,NA,6452,40.921348,-77.121474,3377,856,5.7,2.63,2.37,2.5,6.9,19.6,14.1,15.1,5.3,6.4,4.9,25.2,1,7.5,25.8,45.9,15.2,4.7,83.2,16.8
id_003898,valid,546600,4417,34.223198,-118.455688,1180,19,3.4,4.2,3.84,0,3.1,3.4,29.6,21.4,27.7,11.4,3.5,0,5.2,48.6,32.5,11.4,2.5,0,8.3,91.7
id_003899,train,667600,4640,37.751064,-122.413983,1530,183,4.6,2.53,3.09,0,4.1,2,4.4,2.8,1,3.3,2,80.5,8.5,17.7,38.5,25.6,7.7,2,29.5,70.5
id_003900,test,NA,4854,42.050207,-80.165733,1699,79,7.9,3.07,2.74,9.9,18.1,27,14.4,15.5,5.3,2.9,1.6,5.2,0,0.5,3.6,40,50,5.9,96,4
id_003901,test,NA,2057,40.184205,-77.83197,979,304,6.1,2.67,3.07,3.1,6.3,7.6,8.6,25.1,5.1,7.3,3.3,33.7,3.1,2.2,24.5,44.5,18.6,7,91.3,8.7
id_003902,test,NA,2130,39.85024,-75.367822,1004,294,6,2.62,2.09,0,0,1.6,0,8.1,14.4,26.7,23.3,25.9,3.3,22,10.6,40.8,12.6,10.7,46.2,53.8
id_003903,valid,118300,7590,34.09868,-117.315017,2052,288,4.1,3.89,3.61,1.5,3.4,7.4,21.1,8.5,7.6,9.6,15.3,25.7,3.8,17.3,38.5,32.9,6.6,0.9,44.1,55.9
id_003904,test,NA,3315,39.835514,-77.232454,518,46,5.9,2.27,2.31,1.4,0,3.3,1.7,3.3,6.6,27.6,14.3,41.9,0,21.2,12,45,19.1,2.7,38.3,61.7
id_003905,valid,655300,5431,34.165724,-118.392216,3001,257,3.8,2.31,1.87,3.5,2.7,2.5,14.8,20.7,16.5,18.2,8.1,13,2.8,42.6,33.4,15.7,3.4,2.2,30.6,69.4
id_003906,train,844000,6187,37.294078,-121.891382,2499,117,6,2.53,2.85,2.3,1.4,4.6,0.4,3.4,11.4,33.1,23.9,19.4,0,4.8,24.9,48.6,19,2.8,79.1,20.9
id_003907,valid,745800,2912,37.736954,-122.41329,1126,0,5.1,2.65,3.03,1.1,0.8,4,5.2,2.5,5.5,14.7,19.1,47.2,1.2,8.1,43.7,39.3,7.7,0,69.3,30.7
id_003908,train,366700,5057,33.736833,-117.89264,936,42,4.2,5.77,5.96,0,2.7,7.6,3.3,16.7,15.9,38.1,10.5,5.2,2.8,27,22.5,35.7,9.3,2.7,44.1,55.9
id_003909,train,973500,3852,37.801234,-122.415176,2260,308,4.2,1.9,2.27,0,3.6,1.2,1.4,2.7,5.8,7.2,2.8,75.4,5.8,30.8,45.3,12.1,4.3,1.7,25.4,74.6
id_003910,train,701400,6883,37.242322,-121.912931,2401,38,6.1,2.97,2.85,0.7,1.3,0,5.7,19.5,30.6,39.2,3.1,0,7.1,4.7,6.3,36.2,41.1,4.5,76.7,23.3
id_003911,test,NA,3570,39.967231,-75.141872,1752,191,4.4,2.24,1.84,17.1,10,0.5,1.4,0.7,0,5,7.5,57.8,0.6,30.6,30.3,19.9,10.6,8,46.3,53.7
id_003912,train,446300,2220,37.69124,-121.784165,775,97,5.6,3.45,3.25,0,0,22.2,1.4,8.5,27.9,40,0,0,0,3,6.2,70.8,18.5,1.5,75.8,24.2
id_003913,test,NA,4689,39.924141,-77.998129,2320,332,5.6,2.39,2.14,2.9,5.6,10.2,17.2,21.6,10.3,9.1,5.9,17.2,1.5,5.9,28.9,49.9,9.8,4,66.4,33.6
id_003914,train,269600,5040,38.722718,-121.355754,1599,52,5.9,3.08,3.57,3.3,0,70.2,25,0,1.2,0,0.4,0,0,0,11.3,60.2,27.3,1.2,78.7,21.3
id_003915,train,329400,2306,33.786799,-118.303485,954,130,4,2.73,2.95,0,2.1,5.5,37.2,20,18.1,15.8,1.3,0,3.2,24.6,57.5,8.5,6.1,0,31.2,68.8
id_003916,train,351600,3105,34.025153,-118.196011,741,0,4,3.88,4.01,0,0.9,0,12.6,6.7,16.2,25,14.8,23.8,24.3,15.2,43.2,10.3,4.5,2.6,27,73
id_003917,test,NA,5082,41.334536,-78.633961,2304,226,6,2.36,2.68,0.8,4.4,14.2,15.1,18.1,8.8,9.3,5.3,24,0.1,4.7,21.7,56.4,11.5,5.6,89.7,10.3
id_003918,train,159200,5592,37.953343,-121.260418,1598,233,4.9,3.36,3.91,0.2,3.6,5.3,8,11.6,18.1,13.3,16.3,23.7,0.6,13,38.2,38.7,9.4,0,44.3,55.7
id_003919,test,NA,6241,41.000062,-75.209032,2722,148,6,2.38,2.19,9.4,11.2,7.3,6.2,21.6,14.5,17.9,8.2,3.7,0,6,20.1,46.8,25.5,1.6,79.4,20.6
id_003920,train,206400,5813,36.212248,-121.127403,1345,115,4,3.49,4.16,7.1,0,5.3,22.7,10.7,13.9,14.8,11,14.5,9.6,19.3,42.8,25,3.3,0,28.7,71.3
id_003921,test,NA,3639,39.89857,-79.699723,1785,157,5.4,2.38,1.86,0,1.3,2.8,7.3,16.8,9.1,24.4,13.4,24.9,0,13.3,33.2,41.5,10.8,1.2,66.8,33.2
id_003922,test,NA,2182,41.712613,-77.66301,2482,1558,4.4,2.34,2.19,0.8,5,6.7,11,14.8,9.9,10,7.2,34.7,4.5,19.2,30.7,32.6,8.5,4.6,74.9,25.1
id_003923,train,167100,3303,38.031259,-121.316534,1152,22,5.4,2.52,3.85,0,0,4.9,6.1,16.8,60.7,9.9,1.6,0,0.6,3.2,26,56.1,11.9,2.3,50.1,49.9
id_003924,test,NA,2256,40.44295,-79.984046,1491,223,4.4,1.3,1.8,7.6,6,23.5,9,17.4,5.2,1.5,1.5,28.2,3.2,29,33.4,26.4,7.2,0.7,24.5,75.5
id_003925,valid,378800,3149,34.055815,-117.964183,891,38,5.5,4.18,4.16,0,1.5,1.5,9.5,7.9,1.6,62.2,11.1,4.8,0.8,10.4,8.4,64.5,7.9,8,79.8,20.2
id_003926,train,475000,4457,34.04289,-118.342588,1299,72,3.7,2.43,3.32,0,2.1,3.1,2,9.8,29,13.9,9.8,30.4,7,34.9,40.8,14.9,1.8,0.5,15.4,84.6
id_003927,train,177500,3434,35.361632,-119.033885,1477,112,5,2.49,3.01,0,0,0,4.2,3.5,12.9,24.7,27.9,26.8,0,15,39.2,44.1,1.7,0,53.3,46.7
id_003928,valid,639000,4733,37.45106,-121.901246,1391,72,6.5,3.39,3.76,0,0,7.3,16.9,44.4,28.9,2.5,0,0,0.8,0,10.1,34.7,42.6,11.8,79.1,20.9
id_003929,test,NA,3306,40.039323,-76.316774,1719,89,4.9,1.85,2.01,0.9,1.7,0,0.5,2.3,0.9,2.2,4.8,86.7,1.8,32.8,29.6,22.3,7.2,6.3,36.8,63.2
id_003930,test,NA,6115,40.132951,-76.454597,2478,133,6.2,2.8,1.61,14.7,21.4,12.8,9.7,13.6,7.1,5.6,1.8,13.2,0,10.5,23.6,43.5,16.7,5.8,79.6,20.4
id_003931,train,356700,5499,33.800609,-118.213851,1392,67,5.2,4.36,4.62,0,0,2.9,6.4,15.4,7.7,11.7,23.1,32.8,0.9,11.9,27.3,40.7,16.4,2.8,70.9,29.1
id_003932,train,552100,4888,39.288392,-120.988293,2409,285,5.3,2.3,1.95,2.5,7.1,18.4,19.9,24.7,6.4,6.3,6.2,8.5,3.7,8.5,28.9,45,11.9,2,74.6,25.4
id_003933,train,239800,10776,36.960539,-120.087724,3983,381,5.8,2.84,3.06,9.8,22.6,16,10.2,15.8,9.6,10.9,3.2,2,1.9,2.3,17.8,59.7,17.4,0.9,72,28
id_003934,valid,551600,3722,34.214573,-118.845209,1476,53,5.7,2.34,3.01,0,1.2,5.2,18.9,71.7,3,0,0,0,0,0,31.8,39.4,22,6.8,78.3,21.7
id_003935,train,343800,6146,39.002901,-120.866714,2852,409,5.2,2.63,2.17,5.4,8.8,13,27,24.9,8,4.2,2.1,6.6,0.4,3.7,30.1,53.8,9.3,2.8,82.4,17.6
id_003936,train,913200,3869,33.893003,-117.93702,1380,104,7.3,2.72,1.28,1.3,1.7,6.5,6.2,5.6,27.8,36.4,13.6,1,2.4,8.8,7.7,31.4,35.7,14.1,82.4,17.6
id_003937,train,122600,7470,35.883464,-119.26877,1624,61,4.6,4.05,3.68,1.9,5.4,14.2,14.3,15.7,15.5,14.6,6.2,12.3,2.3,12.9,29.7,38.2,16.9,0,42.4,57.6
id_003938,train,546500,2933,38.399645,-122.362104,1460,217,4.8,1.93,2.04,2.8,5.1,20.5,16,26.2,14,4,3.6,7.8,2.7,14.7,39.5,33.3,9.7,0,71.2,28.8
id_003939,test,NA,3078,39.832358,-76.914845,1210,59,6.4,2.71,2.41,1.5,6.1,18.5,20,12.1,11.4,9.8,0.8,19.8,0,3.5,16.1,54.5,22.5,3.5,85.7,14.3
id_003940,test,NA,3198,41.943275,-78.581577,1465,178,5.9,2.52,2.86,1.2,2.1,7.6,8.9,9.8,4.4,11.5,15.6,39,1,6.6,24.4,51.7,10.8,5.5,85.9,14.1
id_003941,train,88300,1471,35.069232,-119.414883,603,42,5.3,2.88,3.2,2.8,1,6.8,26.7,17.6,8.3,3.8,14.3,18.7,0,1.3,37.1,48.8,11.1,1.7,68.4,31.6
id_003942,train,199100,3710,38.694719,-121.313754,1505,23,6,2.28,2.88,0,13,14.9,27.6,32.6,4.6,5.4,0,1.9,0,0,27,48.1,23.9,0.9,80.2,19.8
id_003943,valid,263400,6698,33.867369,-117.553095,2097,168,4.8,3.62,3.02,2.5,0.8,7.4,41.9,16.1,6.4,17.5,2.5,4.9,4.8,22.3,27.1,24.6,17.6,3.6,49.5,50.5
id_003944,valid,198600,6672,35.61689,-117.657861,2979,330,5.4,2.7,2.11,1.2,0.9,10.5,51,19.1,13.7,2.8,0.3,0.5,1.8,4.7,19.5,58.5,15.5,0,61.8,38.2
id_003945,test,NA,3684,39.945594,-75.27024,1537,108,6,2.97,1.78,1.5,0,0,2.1,2.7,8.1,17.6,13.6,54.4,2.6,10.1,22.9,39.2,16.3,9,62.4,37.6
id_003946,train,285900,9097,33.237458,-117.307227,3069,156,5.4,2.91,3.54,1.9,12.9,13.8,37.3,21.7,10.9,1,0,0.5,0.4,3.3,37.2,33,21.1,5,72,28
id_003947,valid,157400,8022,34.42454,-117.261605,2434,181,5.9,3.16,4.69,9.1,5.7,9.5,40.8,22.9,5.8,3.7,1.1,1.4,0,1,14.5,65.2,15.2,4,76.2,23.8
id_003948,train,364800,5522,33.953734,-118.20494,1440,74,4.2,4.04,3.72,0,12.2,4.2,10,6.8,16,21.7,18.3,10.9,0,27.1,45,19.4,7.6,1,29.3,70.7
id_003949,valid,318600,4328,32.776833,-117.037411,2040,160,4,2.4,2.01,0.5,1.3,5.6,16.4,44.9,10.7,17,2.6,1,3.4,29.9,41,18.3,4.7,2.8,47,53
id_003950,test,NA,3601,41.238553,-79.728964,2651,1184,5.2,2.48,2.17,2.1,6.2,10.4,12.3,13.9,9.8,9.7,7.1,28.4,1.5,11,31.7,40.2,13.1,2.5,79.6,20.4
id_003951,valid,631500,5457,33.69119,-116.282924,4033,1493,5.8,2.35,1.61,9.7,41.4,41.2,4.3,1.1,1.9,0.4,0,0,1.6,9.5,12.5,50.5,23.4,2.4,76.4,23.6
id_003952,train,607300,7280,37.550387,-122.03473,2556,126,6.2,3.01,2.59,0,1.1,6.1,5.6,31.1,37.6,14.5,2.7,1.2,0,8.1,3.6,45.5,37.7,5.1,84.6,15.4
id_003953,train,374800,4773,38.938307,-119.96104,2757,1084,4.7,2.59,3.09,0.2,1,7.2,6.9,36.4,26.4,14.1,2,5.9,2,11.3,31.4,43.2,9.6,2.5,40,60
id_003954,test,NA,5147,40.595631,-79.720198,2387,145,5.7,2.52,1.9,0.5,3.4,14.5,13.1,12.7,8.1,30.1,8.3,9.4,0.9,6.2,33.1,45.1,14,0.8,75.4,24.6
id_003955,test,NA,8429,39.928512,-77.549151,3283,196,6.3,2.55,2.24,8,9.6,16.9,11.8,12.3,9.4,8.3,7.2,16.5,0,3.2,18.6,52.5,22.2,3.6,81.9,18.1
id_003956,test,NA,3317,40.260282,-80.193272,1718,310,5.2,2.42,1.83,3.6,4.1,16.9,3.1,1.7,10.4,15.7,14.8,29.7,0.5,13.7,39.6,35.7,10,0.5,57.5,42.5
id_003957,test,NA,6897,39.909959,-76.226432,2666,89,5.9,2.72,2.46,6.2,4.7,16.5,24.1,17.8,7.4,8.3,3.3,11.9,0,4.7,18,53.9,19.3,4.1,80.3,19.7
id_003958,train,287000,4520,38.907366,-121.070731,2322,75,4.4,2.27,1.94,1.1,1.9,5.9,10.6,31.7,14.4,12.9,5.4,16.1,0,27.2,40,26.1,5.8,1,32.7,67.3
id_003959,test,NA,2286,40.619516,-80.253712,1605,510,4.9,2.33,2.17,0,0,6.4,1,15,9.3,13.3,9.5,45.6,0.6,11,41.3,29.8,5.7,11.5,50.9,49.1
id_003960,train,264900,3966,32.598406,-117.050316,1090,73,5.4,3.25,3.64,5.7,3.8,3.4,6.4,40.6,29.4,7.4,0.8,2.5,0.5,1.4,14.8,58.7,20.9,3.8,66.9,33.1
id_003961,train,323900,4422,34.176419,-118.538379,2076,174,3.5,1.67,2.42,0,0.4,4.4,10.9,57.9,13.9,4.5,3.7,4.4,9.6,36,42.3,12.1,0,0,29,71
id_003962,train,362200,3536,37.746755,-122.166517,1103,93,4.2,4.14,4.21,1.2,0,11.4,0,2.4,17.2,20.4,33.6,13.7,3.7,14.1,53.8,24.8,2.4,1.2,31.5,68.5
id_003963,train,330000,2974,37.9917,-121.33933,1437,57,4.9,2.24,2.57,0,0,1.8,54.9,40.7,1.9,0,0.7,0,0.6,12.9,40,36.8,7.1,2.5,56.9,43.1
id_003964,train,653600,3911,37.346548,-121.963483,1652,108,5.2,2.34,2.14,0.5,4.7,0.8,4.7,11.4,15.4,45.9,15.1,1.5,0,18.5,18.7,50.8,10.5,1.5,55.4,44.6
id_003965,train,256900,3598,35.401846,-119.066875,1344,73,5.9,2.89,3.64,9.7,41.6,27.6,4.6,8,5.4,1.3,0,1.8,0,5.7,5.5,68.4,19.6,0.8,86.9,13.1
id_003966,valid,639200,2308,37.886543,-122.295159,1027,145,4.6,2.6,2.35,0,1.1,2,2.5,8.3,9.3,16.2,20.6,39.9,1.4,21.6,49.7,21,5.1,1.3,37,63
id_003967,train,325300,5892,38.63518,-121.357111,2592,119,5.8,2.27,2.52,1,3.6,14.4,13.3,14.9,22.3,25.8,1.9,2.8,0,5.4,22,49.4,21.5,1.7,70.4,29.6
id_003968,test,NA,2366,40.77857,-78.712893,1174,291,5.9,2.58,2.87,0.7,2,11.3,10.3,17.1,7.9,7.3,6.9,36.5,0.7,4.4,20.7,54.2,14.4,5.6,84.3,15.7
id_003969,valid,163200,3982,37.924282,-121.311671,1063,51,5.8,3.87,4.6,4,6.5,75.7,10.2,0,0,3.6,0,0,1,1.9,7,56.7,33.4,0,67.3,32.7
id_003970,train,370500,4511,40.552071,-122.249666,1838,57,6.3,2.66,2.36,2.4,6.6,15.8,17.1,30.8,17,7.7,2.4,0,0,1,13.4,62.4,15.8,7.4,89.7,10.3
id_003971,train,401600,4289,34.018179,-117.981995,1268,77,5.6,3.74,3.01,0,1.7,3.2,13,5.2,15.6,54.5,0.6,6.2,1.3,7.6,20.4,45.5,24,1.1,72.1,27.9
id_003972,test,NA,1379,41.262563,-75.889742,684,109,5.7,2.43,2.06,0,0,0,1.6,3.9,1,14.3,15.8,63.3,0,20.6,24,37.6,14,3.8,56.5,43.5
id_003973,test,NA,7617,40.141794,-76.283555,2900,34,6.8,2.76,2.25,2.5,10.2,28.5,21.9,14,7.8,4.6,3,7.4,0,1.3,15.2,49.9,28.2,5.3,84,16
id_003974,test,NA,3080,40.038703,-76.280556,1054,54,5.7,2.23,2.1,1.4,7.8,3.9,3.9,6.3,12.9,28.3,13.9,21.6,4.8,16.7,12.5,49.4,12.9,3.6,65,35
id_003975,test,NA,5199,40.84821,-75.673915,2341,211,6.3,2.6,1.91,3.8,6.7,10.6,17.7,16.3,4.8,7,3.8,29.3,0.5,5.1,23.5,48.8,18.8,3.2,85.9,14.1
id_003976,test,NA,6160,40.029763,-75.117393,2215,248,6,3.28,3,0.4,0,0.9,3.3,2.2,8.3,27.3,26,31.6,1.4,9,16.7,63.2,8.7,0.9,53.6,46.4
id_003977,test,NA,4486,40.098473,-77.358822,1892,170,6.1,2.62,2.7,2.7,6.8,17.2,16.9,17.2,5.9,8.9,3,21.4,0,6.1,17.7,57.6,15.9,2.8,86.1,13.9
id_003978,test,NA,3496,41.303191,-76.037037,1533,190,6.3,2.58,2.63,5.7,8.7,10.9,8.7,11,10.6,8.1,15.7,20.7,2,5.1,15.9,51.5,18.7,7,83.5,16.5
id_003979,valid,364100,7466,36.920559,-121.744506,2530,110,4.8,2.86,3.46,5.2,14.5,1.9,14.1,33,11.7,7.5,3.3,8.7,1.2,8.7,51.4,30,7.7,1,54.8,45.2
id_003980,test,NA,4912,40.682831,-75.522888,1999,63,6.4,2.57,2.16,5.4,7.7,12.9,13.6,7.2,5.8,8.6,5.7,33.3,0,4.3,17.6,50.1,21.5,6.5,87.3,12.7
id_003981,valid,170800,3703,33.736606,-117.830654,1200,8,3.7,2.14,3.24,0.9,0,3.7,10.8,26.8,46.1,11.1,0,0.7,3.7,42.8,43.7,8.2,0.1,1.6,14.2,85.8
id_003982,test,NA,2326,40.547368,-79.67649,942,93,6.9,2.58,2.32,6.1,4.4,12.2,19.2,12.5,9.9,17.3,12.3,6.2,0,6.4,18.5,51.6,18.4,5.2,88.2,11.8
id_003983,test,NA,5948,40.015178,-75.604228,2441,47,6.4,2.58,1.92,0.7,7,21.9,28.7,11.9,17.4,6.6,2.6,3.3,0,10.5,21.8,37,25.1,5.6,78.1,21.9
id_003984,test,NA,4573,40.077114,-79.513804,2070,258,5.6,2.46,1.93,0.8,4,18.8,5.7,29.5,11,8.1,5.4,16.7,0,5.5,31.9,56.4,6,0.2,91.7,8.3
id_003985,train,189300,8284,34.71094,-118.157132,2714,275,6,3.43,4.31,2.1,24.9,12.8,15,6.4,9.6,27,1.8,0.4,0.5,0.5,9.7,47.8,33.8,7.7,64.7,35.3
id_003986,train,80600,2894,38.938803,-122.629632,1672,458,4.2,2.28,2.84,5.6,0,2.3,20.6,29.2,22,12.1,6.3,1.9,2,26.7,41.4,24.5,5.4,0,55.4,44.6
id_003987,test,NA,4946,40.253564,-76.767693,2273,130,6,2.54,2.64,6.2,3.7,11,13.2,32.2,13.5,12.6,1,6.6,2.1,11.1,14.3,48.7,19.6,4.2,61.8,38.2
id_003988,test,NA,4090,40.428569,-79.793207,2285,90,5.2,2.23,1.89,0,0.5,16.4,18.1,15.8,12.4,23.2,6.7,7,1.7,15.8,40.5,37.2,4.3,0.6,53.3,46.7
id_003989,test,NA,2373,40.438473,-80.0676,1426,215,5.3,2.63,1.4,0,0,0,4.3,17.3,9.3,16.6,4.6,47.8,4.1,24.2,29.5,28.3,7.9,6.1,41.5,58.5
id_003990,train,398000,4800,33.622299,-117.739814,1924,10,5.2,2.68,2.84,0,0,4.4,16.7,70.1,8.1,0.3,0,0.5,0,0.4,24.3,64.1,9.4,1.9,78.1,21.9
id_003991,test,NA,6138,40.085095,-74.978965,2397,185,6.4,2.87,3.3,0,0,2.7,2.9,30.3,46.4,14.6,1.5,1.6,0.5,0.5,23.2,66,9.8,0,88.9,11.1
id_003992,train,298600,3253,35.414055,-118.847337,1464,139,5.7,2.35,2.09,45.5,16.2,10.1,16.9,9.7,0.7,0,1,0,0,2.8,30.6,41.7,21.3,3.6,84.8,15.2
id_003993,test,NA,3776,39.939633,-76.3498,1420,47,6.6,2.89,2.17,2.7,6.7,8.5,16.6,16.5,9.7,5.1,2,32.2,2.5,7.9,20.4,36.8,24.3,8.1,80.8,19.2
id_003994,test,NA,4554,40.103666,-75.343009,2371,261,5.3,2.36,1.97,4,2.9,2.5,1.9,6.3,9.1,16.4,10.8,46.1,4.3,19.4,24.9,32.8,13.4,5.1,46.6,53.4
id_003995,train,544300,3718,37.916434,-121.743083,1131,80,7.3,3.35,2.86,35.7,63.3,0,1,0,0,0,0,0,0,3.6,6.1,20.7,52.4,17.2,90.5,9.5
id_003996,train,476800,5478,34.213868,-119.200606,1771,0,6.8,3.32,3.41,0,4.4,12.2,29.7,31.6,17.8,3,0.5,0.8,0,6.9,8.2,32.4,40,12.5,73.8,26.2
id_003997,train,272400,4284,33.892474,-118.226777,1360,156,4,3.89,3.2,1.5,3.5,8.5,24.2,9.9,12.7,11.3,21.8,6.7,5,22.2,47.6,21.5,3.7,0,25.9,74.1
id_003998,test,NA,3376,41.434024,-75.641045,1376,30,6.3,3.16,2.09,0,0,0,2.5,3.1,3.4,15.4,7.8,67.7,0,8.7,22.9,26.3,32.4,9.7,55.7,44.3
id_003999,train,482400,2351,34.072141,-118.28537,1020,129,2.9,3.25,2.59,0,0,2.9,30.8,19.1,14.4,10.6,8.1,14,19.2,41.2,31.3,7.3,1.1,0,3.1,96.9
id_004000,valid,226600,6117,34.547185,-118.074908,1701,137,6.5,3.42,3.48,9.2,7.9,47.3,28.3,3.8,1.9,0,1.6,0,0.5,0,5.3,51.4,33.9,8.9,75.4,24.6
id_004001,train,324400,3707,33.774614,-118.269717,1013,39,4.2,3.44,4.05,0,0,11.8,1.1,2,14.2,22.8,25.3,22.8,11.5,23,26.9,31,5.2,2.3,19.8,80.2
id_004002,train,467200,4156,37.829959,-122.263403,2182,148,3.5,2.3,1.96,0.4,1.1,1.7,0.5,4.1,3.6,13.4,11.8,63.3,11,44,24.4,16.1,3.7,0.8,16.8,83.2
id_004003,train,243000,3537,38.025234,-121.335461,1364,64,6.2,2.8,2.88,0,0,1.8,11.7,31.7,17.4,29.8,6.7,0.9,0,3,17.6,51.8,25.1,2.5,66.2,33.8
id_004004,valid,603900,3324,38.428308,-122.591361,2062,251,5.8,1.78,1.75,0,4.1,8.4,41.9,31.7,9,0,0,4.9,0,1.9,48,45.6,4.5,0,83.7,16.3
id_004005,valid,966800,5592,37.798196,-122.409725,2985,269,2.1,2.61,2.08,0,0,0.4,3.5,5.8,10,8.8,0.5,71,44.4,25.5,17.3,6.1,3.2,3.6,7.1,92.9
id_004006,train,485100,5201,34.146192,-117.557024,1610,78,7.4,3.27,3.84,7.3,16.4,11.9,54.8,9.6,0,0,0,0,0,0,2.2,32.2,48.4,17.2,89.1,10.9
id_004007,train,591100,4795,33.970192,-117.841162,1533,68,6.3,3.54,2.68,0,0.8,1.2,30.5,27.4,35,3.8,0.6,0.7,0,6.8,3.3,33.9,50.1,5.9,83.8,16.2
id_004008,train,348500,1564,39.535874,-122.033158,741,137,6.1,2.56,2.82,6.5,5.7,8.6,8.5,17.8,12,12.4,5.4,23.1,0,7.6,28.3,39.4,22.5,2.2,60.9,39.1
id_004009,train,318800,2490,33.956292,-118.383161,1256,117,3.9,3.26,2.46,1.5,0,0.9,4.8,17,22.1,35.3,8.8,9.8,2.5,34.3,49.8,9.7,3.7,0,14.1,85.9
id_004010,test,NA,6210,40.208391,-74.78895,2915,178,5.3,2.62,2.23,0.3,0,5.1,7.4,13,22.8,21.7,9.9,19.7,3.8,24.2,25.4,29.5,12.6,4.4,52.6,47.4
id_004011,valid,881200,2890,34.055956,-118.432506,1547,78,4.6,1.98,1.95,3.3,2.3,5.4,15.8,18.4,18.7,9.8,12.3,13.9,0,20.6,55.3,16.5,5,2.7,52,48
id_004012,train,377200,5201,33.967254,-118.207454,1318,64,4.6,5.35,3.67,0,0,0,4.4,3.4,15.3,20.3,22.7,33.9,7.5,21,30.6,23,17.2,0.7,53.7,46.3
id_004013,train,646000,6259,37.755936,-122.241445,2616,111,5.4,2.81,2.37,0.6,0,0,3.8,10.7,19.9,19,6.1,39.9,4.4,11.6,28.7,41.4,10.7,3.2,59.9,40.1
id_004014,valid,191700,2889,36.753889,-119.72495,1000,183,4.2,3.44,3.2,7.1,0,3.4,22.9,29.8,12.8,17,5.8,1.2,2.7,13.1,54.5,23.1,6.6,0,29.9,70.1
id_004015,train,272000,4329,33.907364,-118.330589,1737,117,3.4,7.2,2.24,0,0,2.6,32.3,29,15.1,18.7,2.3,0,11.8,48.9,23.8,12.4,1.7,1.4,7.9,92.1
id_004016,valid,247500,6645,38.591369,-121.518311,2628,409,4.7,3.12,2.42,20.4,9.1,3,6.1,3.5,6.6,39.2,3.1,9.2,5.6,17.5,29.1,38.9,5.4,3.6,40.1,59.9
id_004017,train,226900,16007,37.468713,-121.145048,4892,635,6.6,3.21,4.16,26.2,29.2,8.4,14.1,2,3.7,4.5,2.8,9.1,1.5,3.8,10.9,29.3,34.8,19.6,69.2,30.8
id_004018,valid,204300,3536,34.695056,-118.108269,1094,70,6.6,3.07,3.57,0,0,6.9,41.2,41.7,3.6,3,3.7,0,0,0,7.6,48.4,34.9,9.1,64.6,35.4
id_004019,train,200000,964,36.716206,-119.827081,227,0,5.4,3.36,3,30.4,0,0,14.5,3.1,13.7,22,12.3,4,0,0,35.2,47.6,17.2,0,47.6,52.4
id_004020,valid,277800,4454,33.772075,-118.169703,1895,121,3.3,2.04,2.2,0,0,3,7.5,13,12.6,17.7,8.9,37.2,12.9,48.5,33.2,5.3,0,0,14.4,85.6
id_004021,test,NA,5304,40.060595,-77.517459,1352,179,4.8,1.93,2.45,8.7,11.2,22.9,17.8,8.9,4.8,7,5.2,13.6,2.4,6.5,40.5,34.1,16.4,0,37.9,62.1
