obs_id,train_id,duration,day,hour,minute,weekday,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,pickup_NTACode,dropoff_NTACode
id_006137,valid,416,28,2,13,7,-73.99205017089844,40.74913024902344,-74.01112365722656,40.71333312988281,2.7,MN17,MN24
id_006138,train,408,20,19,43,6,-73.94676971435547,40.772254943847656,-73.95745849609375,40.779945373535156,1,MN32,MN40
id_006139,train,626,9,19,15,2,-73.9703598022461,40.7650032043457,-73.982177734375,40.783119201660156,2.32,MN40,MN12
id_006140,test,NA,30,12,3,2,-73.97332763671875,40.74862289428711,-73.9863052368164,40.7304573059082,1.3,MN19,MN22
id_006141,test,NA,19,7,24,5,-73.9706802368164,40.75584030151367,-73.99176025390625,40.74995040893555,1.76,MN19,MN17
id_006142,test,NA,26,10,0,5,-73.95726013183594,40.77170181274414,-73.96844482421875,40.7612419128418,1.17,MN31,MN19
id_006143,train,812,7,18,40,7,-73.97245025634766,40.748870849609375,-73.99205780029297,40.73770523071289,1.7,MN19,MN13
id_006144,train,638,7,10,45,7,-73.95642852783203,40.76713180541992,-73.9758529663086,40.76056671142578,1.6,MN31,MN17
id_006145,train,493,24,21,40,3,-73.97850036621094,40.7481803894043,-73.96575164794922,40.75429916381836,1.72,MN20,MN19
id_006146,test,NA,19,0,21,5,-73.980987548828125,40.74475860595703,-73.9837417602539,40.738460540771484,0.5,MN20,MN21
id_006147,valid,851,14,10,53,7,-73.96905517578125,40.75770568847656,-73.9574203491211,40.728641510009766,3.9,MN19,BK76
id_006148,train,533,26,11,0,5,-73.978973388671875,40.77764129638672,-73.9725112915039,40.79098892211914,1.1,MN14,MN12
id_006149,test,NA,26,19,16,5,-74.005340576171875,40.73599624633789,-73.99689483642578,40.74747085571289,1.11,MN23,MN17
id_006150,valid,445,12,23,34,5,-73.98632049560547,40.73052978515625,-73.9993667602539,40.72868347167969,1.01,MN22,MN23
id_006151,test,NA,10,20,18,3,-74.0157699584961,40.71154022216797,-73.9558334350586,40.71559524536133,5.18,MN25,BK73
id_006152,train,1346,10,8,2,3,-73.966644287109375,40.79581069946289,-73.96417236328125,40.76799011230469,2.7,MN12,MN40
id_006153,train,344,26,8,41,5,-73.98372650146484,40.72441101074219,-73.99517059326172,40.72749710083008,0.7,MN22,MN23
id_006154,valid,1119,3,17,43,3,-73.99394226074219,40.732749938964844,-73.995513916015625,40.76456069946289,2.9,MN23,MN15
id_006155,valid,386,17,18,23,3,-74.009063720703125,40.73112106323242,-74.00315856933594,40.74930953979492,1.55,MN23,MN13
id_006156,train,527,5,20,58,5,-74.00421142578125,40.724090576171875,-73.99072265625,40.728233337402344,1.2,MN24,MN22
id_006157,train,508,21,18,7,7,-73.98161315917969,40.77470016479492,-73.96891784667969,40.767433166503906,1.23,MN14,MN40
id_006158,train,1241,28,0,41,7,-73.9932632446289,40.751949310302734,-73.930572509765625,40.76772689819336,5.1,MN17,QN71
id_006159,train,278,27,2,25,6,-73.9996566772461,40.743309020996094,-73.98008728027344,40.73516845703125,1.19,MN13,MN21
id_006160,train,356,5,14,0,5,-73.98371124267578,40.72163772583008,-73.98155212402344,40.73283004760742,1,MN22,MN21
id_006161,train,931,6,12,0,6,-73.9749755859375,40.744415283203125,-73.99158477783203,40.74602127075195,1.24,MN20,MN17
id_006162,train,1796,13,9,41,6,-73.97349548339844,40.74407196044922,-73.98192596435547,40.769508361816406,2.4,MN20,MN14
id_006163,train,603,21,18,27,7,-73.965301513671875,40.763328552246094,-73.946746826171875,40.772377014160156,1.8,MN40,MN32
id_006164,train,1426,28,18,56,7,-73.9872817993164,40.765960693359375,-73.92516326904297,40.762149810791016,4.6,MN15,QN70
id_006165,valid,268,9,16,55,2,-73.94698333740234,40.784423828125,-73.95238494873047,40.78385925292969,0.4,MN33,MN40
id_006166,train,334,2,13,48,2,-73.99344635009766,40.73323440551758,-73.9920425415039,40.73477554321289,0.15,MN23,MN23
id_006167,test,NA,29,17,58,1,-73.95628356933594,40.784671783447266,-73.96924591064453,40.79613494873047,1.43,MN40,MN12
id_006168,train,949,11,22,52,4,-73.985870361328125,40.74647903442383,-74.00749969482422,40.70505142211914,3.4,MN17,MN25
id_006169,train,356,29,15,10,1,-73.95415496826172,40.78124237060547,-73.968505859375,40.76171875,1.5,MN40,MN19
id_006170,train,279,23,7,46,2,-73.99153900146484,40.73891830444336,-73.98297882080078,40.73891067504883,0.67,MN13,MN21
id_006171,train,1093,13,20,1,6,-73.95915985107422,40.77164840698242,-73.9898910522461,40.75197982788086,3.19,MN31,MN17
id_006172,train,492,26,0,27,5,-73.97650909423828,40.73958969116211,-73.97705078125,40.75157928466797,1.1,MN20,MN20
id_006173,train,961,30,22,25,2,-73.98368072509766,40.77362060546875,-73.975006103515625,40.73139953613281,4.3,MN14,MN50
id_006174,valid,1723,1,4,12,1,-74.00003814697266,40.7464485168457,-73.91667175292969,40.690311431884766,7.99,MN13,BK78
id_006175,train,1201,7,18,55,7,-73.97325897216797,40.744117736816406,-74.0051498413086,40.71992111206055,5.51,MN19,MN24
id_006176,train,260,16,11,22,2,-74.00540924072266,40.75083923339844,-73.99640655517578,40.74786376953125,0.6,MN13,MN17
id_006177,train,277,18,15,42,4,-73.95682525634766,40.77459716796875,-73.94488525390625,40.778953552246094,1,MN32,MN32
id_006178,train,1169,12,8,38,5,-74.004913330078125,40.752071380615234,-73.98116302490234,40.75355911254883,1.88,MN13,MN17
id_006179,valid,749,31,20,6,3,-73.9764633178711,40.76573181152344,-73.98560333251953,40.745460510253906,1.7,MN17,MN17
id_006180,valid,1912,3,13,25,3,-74.01201629638672,40.70779037475586,-73.9876480102539,40.770530700683594,5.2,MN25,MN14
id_006181,train,312,5,23,55,5,-73.97222137451172,40.75007629394531,-73.96866607666016,40.756072998046875,0.7,MN19,MN19
id_006182,train,291,8,23,10,1,-74.00933837890625,40.72914123535156,-74.0162582397461,40.71123504638672,1.47,MN23,MN25
id_006183,train,1094,20,18,7,6,-73.98480224609375,40.768348693847656,-74.00636291503906,40.75114822387695,2.74,MN15,MN13
id_006184,train,641,9,16,37,2,-73.96635437011719,40.773136138916016,-73.97724151611328,40.7643928527832,1,MN40,MN17
id_006185,test,NA,21,10,55,7,-73.9823226928711,40.772247314453125,-73.991058349609375,40.76044845581055,1,MN14,MN15
id_006186,train,856,13,17,8,6,-74.0029067993164,40.7604866027832,-73.9855728149414,40.75740051269531,1.1,MN13,MN17
id_006187,test,NA,14,12,6,7,-73.96781158447266,40.76036834716797,-73.97750091552734,40.786293029785156,2.5,MN19,MN12
id_006188,test,NA,5,19,57,5,-73.96406555175781,40.75710678100586,-73.97112274169922,40.75120162963867,0.6,MN19,MN19
id_006189,valid,1380,6,8,48,6,-73.9602279663086,40.76189041137695,-73.97467041015625,40.759849548339844,1.56,MN31,MN17
id_006190,train,251,7,13,7,7,-73.97054290771484,40.75923156738281,-73.96382904052734,40.75960922241211,0.47,MN19,MN19
id_006191,train,581,16,21,1,2,-74.00360870361328,40.73263931274414,-73.98181915283203,40.74738311767578,2,MN23,MN17
id_006192,train,479,8,11,2,1,-73.9854736328125,40.7275276184082,-73.98575592041016,40.743465423583984,1.4,MN22,MN13
id_006193,test,NA,5,8,22,5,-73.98564910888672,40.744258880615234,-73.95696258544922,40.78351974487305,3.1,MN17,MN40
id_006194,train,891,26,16,33,5,-73.9539566040039,40.76700973510742,-73.97203063964844,40.755958557128906,1.59,MN31,MN19
id_006195,valid,1845,31,13,46,3,-74.00582122802734,40.72642135620117,-73.97566223144531,40.749168395996094,2.93,MN24,MN20
id_006196,test,NA,12,22,51,5,-74.0084228515625,40.73883056640625,-73.98689270019531,40.75120162963867,2.78,MN23,MN17
id_006197,train,1714,4,9,31,4,-74.00738525390625,40.70778274536133,-73.97108459472656,40.754638671875,5.2,MN25,MN19
id_006198,test,NA,16,18,39,2,-73.9686279296875,40.79875183105469,-73.9607162475586,40.81795120239258,1.52,MN12,MN06
id_006199,test,NA,29,5,7,1,-74.00464630126953,40.751930236816406,-73.95294952392578,40.78313064575195,4.9,MN13,MN40
id_006200,valid,1062,29,17,47,1,-73.96674346923828,40.804325103759766,-73.989501953125,40.758758544921875,4.5,MN09,MN15
id_006201,valid,186,21,18,21,7,-73.98616027832031,40.777469635009766,-73.98211669921875,40.782997131347656,0.6,MN14,MN12
id_006202,train,488,29,18,14,1,-73.989227294921875,40.75326156616211,-73.98155975341797,40.73694610595703,1.6,MN17,MN21
id_006203,valid,418,7,15,46,7,-73.98432159423828,40.728912353515625,-73.97090148925781,40.747291564941406,1.46,MN22,MN19
id_006204,test,NA,25,20,56,4,-73.97160339355469,40.7574462890625,-74.00968933105469,40.70979690551758,4,MN19,MN25
id_006205,train,962,24,8,51,3,-74.00056457519531,40.72611999511719,-74.00523376464844,40.74822998046875,2,MN24,MN13
id_006206,train,566,10,21,27,3,-73.97669982910156,40.76464080810547,-73.99832916259766,40.7609748840332,1.6,MN17,MN15
id_006207,train,471,13,23,11,6,-73.98358917236328,40.74394607543945,-73.97998046875,40.75270080566406,0.7,MN20,MN20
id_006208,valid,432,10,18,38,3,-73.98233795166016,40.73590087890625,-73.99440002441406,40.719825744628906,1.3,MN21,MN24
id_006209,test,NA,24,18,52,3,-73.98896789550781,40.72993850708008,-73.98197174072266,40.73918914794922,0.8,MN22,MN21
id_006210,train,155,5,6,14,5,-73.96390533447266,40.757137298583984,-73.957000732421875,40.76836013793945,0.9,MN19,MN31
id_006211,train,192,13,12,18,6,-73.96016693115234,40.77652359008789,-73.95726013183594,40.78038024902344,0.3,MN40,MN40
id_006212,test,NA,7,16,55,7,-73.97876739501953,40.75736999511719,-73.94966125488281,40.78520584106445,2.8,MN17,MN40
id_006213,test,NA,21,18,1,7,-73.99403381347656,40.73200607299805,-74.00421142578125,40.725467681884766,1.2,MN23,MN24
id_006214,train,909,6,21,18,6,-73.97422790527344,40.75111770629883,-73.97828674316406,40.78324508666992,3.25,MN19,MN12
id_006215,train,1478,25,21,48,4,-73.98165130615234,40.77366638183594,-73.9170150756836,40.871559143066406,8.2,MN14,MN01
id_006216,train,906,30,22,2,2,-73.98931121826172,40.730281829833984,-73.9489974975586,40.784698486328125,5.4,MN22,MN32
id_006217,train,1359,10,10,3,3,-73.98555755615234,40.77833938598633,-73.98461151123047,40.76755142211914,1,MN14,MN15
id_006218,valid,669,7,23,34,7,-73.97483825683594,40.74195861816406,-73.98999786376953,40.7569694519043,1.67,MN20,MN15
id_006219,train,663,22,13,24,1,-73.99342346191406,40.729591369628906,-74.00331115722656,40.73001480102539,1.46,MN23,MN23
id_006220,train,438,21,13,56,7,-73.98290252685547,40.72740173339844,-73.99384307861328,40.73207092285156,0.65,MN22,MN23
id_006221,train,748,29,21,5,1,-74.00010681152344,40.73044967651367,-73.97254943847656,40.756324768066406,2.78,MN23,MN19
id_006222,test,NA,6,2,45,6,-73.9858169555664,40.7227897644043,-73.846771240234375,40.833221435546875,13.4,MN22,BX59
id_006223,train,152,5,15,45,5,-73.979644775390625,40.765838623046875,-73.984619140625,40.76019287109375,0.53,MN17,MN17
id_006224,train,487,24,12,59,3,-73.97905731201172,40.74736785888672,-73.99299621582031,40.739837646484375,1.3,MN20,MN13
id_006225,train,4142,19,15,4,5,-74.01480865478516,40.714088439941406,-73.785430908203125,40.64317321777344,18.2,MN25,QN98
id_006226,train,1743,7,18,49,7,-73.99034881591797,40.72871017456055,-73.985931396484375,40.771278381347656,3.99,MN22,MN14
id_006227,train,595,28,19,40,7,-73.98356628417969,40.77088165283203,-73.9916000366211,40.75975036621094,0.9,MN14,MN15
id_006228,test,NA,24,7,53,3,-73.96820831298828,40.768001556396484,-73.94679260253906,40.772369384765625,1.7,MN40,MN32
id_006229,train,776,3,14,48,3,-74.0020523071289,40.74061965942383,-73.98601531982422,40.75191879272461,1.4,MN13,MN17
id_006230,train,363,6,23,8,6,-73.9728012084961,40.755550384521484,-73.98277282714844,40.7599983215332,0.6,MN19,MN17
id_006231,test,NA,5,4,40,5,-73.94593048095703,40.781673431396484,-73.94502258300781,40.80766677856445,2.4,MN32,MN11
id_006232,test,NA,13,18,53,6,-73.995513916015625,40.717193603515625,-73.98894500732422,40.695831298828125,2.82,MN24,BK38
id_006233,train,416,14,10,4,7,-74.009063720703125,40.706871032714844,-74.0052490234375,40.720130920410156,1.11,MN25,MN24
id_006234,train,558,7,16,48,7,-73.9775161743164,40.7581901550293,-73.98775482177734,40.7440299987793,1.14,MN17,MN13
id_006235,train,485,4,8,59,4,-74.00770568847656,40.732112884521484,-74.0135269165039,40.71535110473633,1.4,MN23,MN25
id_006236,test,NA,17,20,31,3,-73.990753173828125,40.739566802978516,-73.982391357421875,40.77729797363281,3.46,MN13,MN14
id_006237,train,586,23,16,59,2,-73.96247863769531,40.7757453918457,-73.97911071777344,40.781883239746094,1.3,MN40,MN12
id_006238,train,1529,13,15,16,6,-73.9603042602539,40.77894973754883,-73.974456787109375,40.75962829589844,2,MN40,MN17
id_006239,valid,600,23,10,8,2,-73.989044189453125,40.72139358520508,-73.97473907470703,40.735321044921875,2.14,MN27,MN50
id_006240,valid,191,26,9,50,5,-73.99324035644531,40.72779846191406,-73.98566436767578,40.73525619506836,0.75,MN23,MN21
id_006241,train,470,24,21,40,3,-73.97565460205078,40.78182601928711,-73.98968505859375,40.76041030883789,1.7,MN12,MN15
id_006242,test,NA,8,21,59,1,-73.9922103881836,40.729095458984375,-73.97167205810547,40.69579315185547,4.3,MN23,BK68
id_006243,train,794,6,19,54,6,-73.982757568359375,40.74224853515625,-74.00005340576172,40.72166061401367,1.82,MN21,MN24
id_006244,valid,1219,24,13,26,3,-73.96846008300781,40.75475311279297,-73.99089050292969,40.73368835449219,2.2,MN19,MN23
id_006245,train,910,19,12,47,5,-73.99190521240234,40.74463653564453,-73.97737121582031,40.755435943603516,1.34,MN13,MN17
id_006246,train,670,6,16,26,6,-73.97450256347656,40.75071716308594,-73.96659088134766,40.76165771484375,0.9,MN20,MN40
id_006247,train,111,23,15,13,2,-73.95863342285156,40.781227111816406,-73.95508575439453,40.7859001159668,0.3,MN40,MN40
id_006248,test,NA,21,13,24,7,-73.98138427734375,40.780147552490234,-73.98570251464844,40.74485778808594,3.4,MN14,MN17
id_006249,train,828,27,9,35,6,-73.98458099365234,40.739627838134766,-74.013336181640625,40.71529006958008,5.3,MN21,MN24
id_006250,valid,613,6,7,44,6,-73.97943115234375,40.74955749511719,-73.978607177734375,40.7647590637207,1.5,MN20,MN17
id_006251,train,704,2,18,17,2,-73.97608947753906,40.7601318359375,-73.98017883300781,40.74911880493164,1,MN17,MN20
id_006252,train,340,22,9,16,1,-73.974395751953125,40.75697708129883,-73.98109436035156,40.753692626953125,0.7,MN17,MN17
id_006253,train,762,6,0,10,6,-74.006866455078125,40.73553466796875,-73.980926513671875,40.74751281738281,2.1,MN23,MN20
id_006254,test,NA,8,14,9,1,-73.97522735595703,40.78239440917969,-73.98748779296875,40.72249984741211,5.4,MN12,MN27
id_006255,valid,127,15,23,44,1,-73.97332763671875,40.75845718383789,-73.97767639160156,40.75623321533203,0.3,MN17,MN17
id_006256,valid,794,27,11,46,6,-74.0062484741211,40.706878662109375,-74.00614929199219,40.72863006591797,1.89,MN25,MN24
id_006257,valid,239,24,14,19,3,-73.95442962646484,40.778221130371094,-73.95516204833984,40.78508377075195,0.6,MN40,MN40
id_006258,train,456,8,9,25,1,-73.9832992553711,40.761009216308594,-73.95964813232422,40.772098541259766,2.1,MN17,MN40
id_006259,test,NA,19,18,49,5,-73.95545959472656,40.77922821044922,-73.947265625,40.77989959716797,0.5,MN40,MN32
id_006260,test,NA,23,7,39,2,-73.99079895019531,40.77014923095703,-73.9918212890625,40.749549865722656,2,MN15,MN17
id_006261,train,891,27,22,1,6,-73.98673248291016,40.74748229980469,-73.97679138183594,40.76493453979492,1.6,MN17,MN17
id_006262,train,1048,12,13,12,5,-73.97167205810547,40.797447204589844,-73.98637390136719,40.77745056152344,1.56,MN12,MN14
id_006263,test,NA,20,0,38,6,-73.982635498046875,40.764564514160156,-73.96024322509766,40.798152923583984,2.8,MN17,MN09
id_006264,valid,869,12,16,1,5,-73.98407745361328,40.76959228515625,-73.98407745361328,40.76959228515625,0.39,MN14,MN14
id_006265,train,327,20,13,33,6,-73.97989654541016,40.78103256225586,-73.96954345703125,40.78526306152344,0.8,MN12,MN12
id_006266,valid,205,11,21,37,4,-73.97386169433594,40.78910446166992,-73.96832275390625,40.80158615112305,1.13,MN12,MN09
id_006267,test,NA,21,2,10,7,-73.9979476928711,40.725799560546875,-73.94434356689453,40.829811096191406,8.86,MN24,MN04
id_006268,train,696,22,23,0,1,-73.98284149169922,40.76826858520508,-73.9938735961914,40.75639724731445,1.1,MN14,MN15
id_006269,train,366,2,18,4,2,-73.97221374511719,40.75654983520508,-73.97574615478516,40.74877166748047,0.7,MN19,MN20
id_006270,train,2537,20,14,21,6,-74.0079574584961,40.74024963378906,-73.96275329589844,40.77840042114258,5.18,MN23,MN99
id_006271,test,NA,21,10,43,7,-74.00431823730469,40.752479553222656,-73.97232818603516,40.75571060180664,2.65,MN13,MN19
id_006272,train,345,27,15,21,6,-73.96308135986328,40.772483825683594,-73.9698257446289,40.76280975341797,0.7,MN40,MN19
id_006273,train,859,21,17,34,7,-73.98704528808594,40.73910903930664,-73.9863510131836,40.72653579711914,1.3,MN21,MN22
id_006274,train,346,11,16,14,4,-73.96592712402344,40.80534362792969,-73.97310638427734,40.792930603027344,1.07,MN09,MN12
id_006275,train,416,10,14,36,3,-74.00153350830078,40.74102020263672,-74.007720947265625,40.740814208984375,0.5,MN13,MN23
id_006276,train,1613,2,0,15,2,-73.99372100830078,40.74641799926758,-74.02345275878906,40.62628173828125,14,MN17,BK31
id_006277,test,NA,3,8,23,3,-73.95954132080078,40.76316833496094,-73.972076416015625,40.75581359863281,1.4,MN31,MN19
id_006278,valid,1028,3,8,9,3,-73.9781494140625,40.73659133911133,-74.0113525390625,40.704689025878906,4.13,MN50,MN25
id_006279,train,194,8,22,32,1,-73.96858978271484,40.798919677734375,-73.96128845214844,40.79616165161133,0.51,MN12,MN99
id_006280,test,NA,16,5,3,2,-73.94584655761719,40.780364990234375,-73.95455169677734,40.765602111816406,1.21,MN32,MN31
id_006281,valid,656,23,23,20,2,-73.97998809814453,40.77803039550781,-73.94715118408203,40.77621841430664,2.39,MN14,MN32
id_006282,valid,227,23,20,42,2,-73.98137664794922,40.75898742675781,-73.98020935058594,40.76777267456055,0.77,MN17,MN99
id_006283,train,1354,14,23,49,7,-73.9935531616211,40.72966766357422,-73.9572982788086,40.68052291870117,4.78,MN23,BK69
id_006284,train,344,31,11,42,3,-74.00108337402344,40.73160934448242,-74.0077133178711,40.73697280883789,0.88,MN23,MN23
id_006285,train,593,22,10,9,1,-73.9820556640625,40.74919509887695,-73.99021911621094,40.77178192138672,2.2,MN20,MN14
id_006286,train,1362,20,21,6,6,-73.991546630859375,40.75988006591797,-73.9471435546875,40.77993392944336,3.76,MN15,MN32
id_006287,train,491,24,18,17,3,-73.97701263427734,40.751686096191406,-73.985198974609375,40.738929748535156,1.55,MN20,MN21
id_006288,test,NA,3,8,40,3,-73.95623779296875,40.78448486328125,-73.98725891113281,40.73941421508789,3.8,MN40,MN13
id_006289,train,709,11,19,2,4,-73.99048614501953,40.771392822265625,-73.98888397216797,40.766693115234375,0.4,MN14,MN15
id_006290,train,247,15,10,58,1,-73.9561996459961,40.767269134521484,-73.95318603515625,40.77946853637695,1,MN31,MN32
id_006291,train,671,28,14,46,7,-73.9876480102539,40.775455474853516,-73.97553253173828,40.753543853759766,2.43,MN14,MN19
id_006292,train,97,27,5,20,6,-73.98433685302734,40.74591827392578,-73.98152923583984,40.74971389770508,0.31,MN17,MN20
id_006293,train,718,3,18,33,3,-73.9958267211914,40.74235534667969,-73.98362731933594,40.7414665222168,1.01,MN13,MN21
id_006294,train,1315,3,8,46,3,-73.970062255859375,40.74966049194336,-73.97602081298828,40.7606315612793,1.13,MN19,MN17
id_006295,test,NA,28,3,55,7,-73.99775695800781,40.76396942138672,-73.94874572753906,40.77761459350586,4,MN15,MN32
id_006296,train,415,11,7,40,4,-73.99217224121094,40.74909973144531,-73.99760437011719,40.73641586303711,1.1,MN17,MN23
id_006297,valid,321,15,4,20,1,-73.97947692871094,40.766357421875,-73.9846420288086,40.75934600830078,1,MN17,MN17
id_006298,train,2086,24,0,6,3,-73.99068450927734,40.723506927490234,-73.76790618896484,40.6563606262207,17.15,MN27,QN98
id_006299,train,330,30,13,9,2,-73.97779083251953,40.7523307800293,-73.98548889160156,40.76388931274414,1.2,MN19,MN15
id_006300,train,665,28,14,0,7,-74.0026626586914,40.76050567626953,-73.98311614990234,40.763328552246094,1.6,MN13,MN17
id_006301,test,NA,24,17,53,3,-73.95860290527344,40.780540466308594,-73.976837158203125,40.79029083251953,1.37,MN40,MN12
id_006302,train,429,25,22,26,4,-73.97122955322266,40.757911682128906,-73.94956970214844,40.77180862426758,2.02,MN19,MN32
id_006303,train,196,18,11,40,4,-73.984832763671875,40.77952575683594,-73.98255157470703,40.77296447753906,0.7,MN14,MN14
id_006304,train,1173,22,21,7,1,-73.9884033203125,40.753875732421875,-73.92584991455078,40.756011962890625,4.6,MN17,QN70
id_006305,train,419,12,16,32,5,-73.98246002197266,40.76618957519531,-73.97759246826172,40.76102066040039,0.5,MN17,MN17
id_006306,train,354,24,8,44,3,-73.9743423461914,40.754573822021484,-73.97807312011719,40.7418212890625,0.9,MN19,MN20
id_006307,train,222,10,12,26,3,-73.97599792480469,40.757320404052734,-73.97106170654297,40.76268005371094,0.47,MN17,MN17
id_006308,test,NA,12,10,9,5,-73.98268127441406,40.731197357177734,-73.93879699707031,40.74489212036133,3.52,MN22,QN31
id_006309,train,325,2,19,22,2,-73.945037841796875,40.77919387817383,-73.94914245605469,40.78519058227539,0.68,MN32,MN33
id_006310,valid,576,5,23,23,5,-73.99420928955078,40.71739196777344,-73.978363037109375,40.721534729003906,1.27,MN27,MN28
id_006311,train,921,18,21,42,4,-73.997344970703125,40.721927642822266,-73.982818603515625,40.75636672973633,2.9,MN24,MN17
id_006312,train,585,3,0,31,3,-73.98026275634766,40.76059341430664,-74.00532531738281,40.74014663696289,2.3,MN17,MN23
id_006313,train,2253,10,22,27,3,-73.98343658447266,40.76049041748047,-73.97560119628906,40.751121520996094,1.18,MN17,MN20
id_006314,train,1858,23,19,23,2,-73.98567962646484,40.757320404052734,-73.95464324951172,40.69205093383789,8.79,MN17,BK75
id_006315,train,296,28,5,50,7,-73.98641204833984,40.74046325683594,-73.99217224121094,40.74937438964844,1,MN13,MN17
id_006316,train,219,15,2,39,1,-73.98186492919922,40.764713287353516,-73.97563934326172,40.76104736328125,0.5,MN17,MN17
id_006317,valid,1396,25,23,13,4,-73.988250732421875,40.7230339050293,-73.98357391357422,40.764625549316406,5.1,MN22,MN17
id_006318,train,99,31,23,14,3,-73.98036193847656,40.74853515625,-73.98650360107422,40.74018096923828,0.68,MN20,MN13
id_006319,valid,303,7,12,49,7,-73.97618103027344,40.786109924316406,-73.9697036743164,40.802188873291016,1.37,MN12,MN09
id_006320,valid,1040,17,0,31,3,-73.988067626953125,40.7213134765625,-73.94995880126953,40.74565124511719,5.2,MN27,QN31
id_006321,train,680,29,3,13,1,-73.992523193359375,40.72532272338867,-74.01673889160156,40.709346771240234,2.5,MN23,MN25
id_006322,train,1557,6,12,35,6,-74.0034408569336,40.73210525512695,-73.97823333740234,40.75153350830078,2.3,MN23,MN20
id_006323,train,939,13,22,24,6,-73.985260009765625,40.75811004638672,-73.98184967041016,40.78466033935547,3,MN17,MN12
id_006324,train,1069,27,2,28,6,-73.9950942993164,40.76015090942383,-73.92523193359375,40.86223220825195,9.2,MN15,MN35
id_006325,train,598,27,10,25,6,-73.9818115234375,40.73283004760742,-74.0028305053711,40.743980407714844,1.47,MN21,MN13
id_006326,train,819,1,14,23,1,-73.97858428955078,40.762813568115234,-73.989898681640625,40.756649017333984,1.19,MN17,MN17
id_006327,train,2034,6,0,14,6,-73.96544647216797,40.76601791381836,-74.02418518066406,40.620582580566406,13.7,MN40,BK31
id_006328,valid,1002,24,0,15,3,-73.99809265136719,40.745723724365234,-73.95577239990234,40.77259063720703,3.7,MN13,MN31
id_006329,test,NA,9,17,4,2,-73.97532653808594,40.755210876464844,-73.96459197998047,40.76985168457031,1.15,MN19,MN40
id_006330,test,NA,18,13,1,4,-73.97364044189453,40.74789047241211,-73.99452209472656,40.75260925292969,1.36,MN20,MN13
id_006331,train,454,24,13,20,3,-73.98274993896484,40.75654983520508,-73.97761535644531,40.764583587646484,0.6,MN17,MN17
id_006332,valid,585,11,7,41,4,-73.9810562133789,40.72952651977539,-74.01251220703125,40.701560974121094,3.94,MN22,MN25
id_006333,test,NA,11,14,14,4,-73.992218017578125,40.75339126586914,-73.9864273071289,40.76163864135742,0.56,MN17,MN17
id_006334,train,425,21,15,4,7,-73.96211242675781,40.77925491333008,-73.97150421142578,40.766178131103516,1.1,MN99,MN40
id_006335,train,504,22,17,18,1,-73.99120330810547,40.75516891479492,-73.99653625488281,40.75333023071289,0.4,MN17,MN13
id_006336,test,NA,3,8,11,3,-73.999908447265625,40.73285675048828,-74.00895690917969,40.737159729003906,0.9,MN23,MN23
id_006337,train,2062,21,12,28,7,-74.01611328125,40.71113586425781,-73.98236846923828,40.72784423828125,5.2,MN25,MN22
id_006338,train,974,27,10,18,6,-73.99337005615234,40.736488342285156,-73.97607421875,40.75404739379883,2.01,MN13,MN19
id_006339,train,1315,1,19,21,1,-74.01085662841797,40.71064376831055,-73.99510955810547,40.74988555908203,3.1,MN25,MN17
id_006340,train,564,3,15,30,3,-73.98181915283203,40.76573181152344,-73.98936462402344,40.753726959228516,1.03,MN17,MN17
id_006341,valid,748,8,17,47,1,-73.97350311279297,40.75065612792969,-73.98896026611328,40.7438850402832,1.51,MN19,MN13
id_006342,train,1057,10,13,1,3,-73.97493743896484,40.76206970214844,-73.9780502319336,40.7865104675293,2.3,MN17,MN12
id_006343,valid,414,23,11,5,2,-74.007476806640625,40.70541000366211,-74.00704193115234,40.70500183105469,0.56,MN25,MN25
id_006344,train,319,8,23,27,1,-73.98869323730469,40.75674819946289,-73.985504150390625,40.7467155456543,1,MN17,MN17
id_006345,test,NA,28,20,53,7,-73.992218017578125,40.74771499633789,-73.99871063232422,40.721187591552734,2.5,MN17,MN24
id_006346,test,NA,14,16,32,7,-73.996612548828125,40.7235107421875,-73.985870361328125,40.74070739746094,1.37,MN24,MN21
id_006347,valid,911,29,11,17,1,-73.94914245605469,40.77094268798828,-73.98522186279297,40.76875305175781,2.86,MN32,MN14
id_006348,train,434,11,7,46,4,-73.97565460205078,40.72828674316406,-73.98472595214844,40.71315383911133,1.92,MN28,MN28
id_006349,train,420,24,9,2,3,-74.01017761230469,40.71881103515625,-74.00507354736328,40.73091506958008,1,MN24,MN23
id_006350,train,852,3,0,42,3,-73.98777770996094,40.72870635986328,-73.986724853515625,40.761070251464844,3.18,MN22,MN17
id_006351,train,1120,14,19,17,7,-73.9990234375,40.72018814086914,-73.97660064697266,40.7394905090332,2.8,MN24,MN20
id_006352,valid,445,21,15,19,7,-73.9970703125,40.72557830810547,-74.00897979736328,40.710906982421875,1.22,MN23,MN25
id_006353,test,NA,18,20,1,4,-73.95391845703125,40.76651382446289,-73.96097564697266,40.756690979003906,0.77,MN31,MN19
id_006354,train,2911,14,18,48,7,-73.9798812866211,40.77580642700195,-73.98515319824219,40.74751663208008,2.62,MN14,MN17
id_006355,train,781,5,7,50,5,-73.99178314208984,40.75973892211914,-73.97931671142578,40.75596618652344,1.2,MN15,MN17
