obs_id,train_id,median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters,median_household_income,mean_household_income
id_002973,train,509200,6769,33.90943,-118.356977,2207,101,4.8,3.23,2.72,1.5,1.9,7.7,6.5,14.1,13.5,31.7,14.4,8.7,0.8,17.2,40.3,30.5,7.4,3.8,43.4,56.6,50813,60099
id_002974,test,NA,5230,33.912968,-118.34756,1821,33,3.8,3.93,2.86,2.7,1.4,1.9,14.1,16.6,17.8,23.3,12.7,9.4,5.1,33.7,41.3,15.4,2.9,1.6,19.7,80.3,40400,48912
id_002975,test,NA,5863,33.905937,-118.347872,1994,64,3.8,3.52,2.77,0,0,2.7,6.8,28.2,30,27.2,4.7,0.4,8.8,30.8,38,21.4,1,0,13.7,86.3,43149,48841
id_002976,train,442700,4407,33.906034,-118.337168,1800,102,3.4,4.34,2.5,0,0,8.8,10.2,30.4,28.4,13.2,7.1,1.8,2.3,61.9,21.9,13.1,0.8,0,8.4,91.6,40976,48319
id_002977,train,409100,4072,33.905974,-118.341003,1725,162,3.1,2.02,2.68,0,0,6.6,30.4,23.4,20.8,13.1,3.8,1.9,14.6,63.2,20.3,1.9,0,0,3.1,96.9,44071,47139
id_002978,train,272000,4329,33.907364,-118.330589,1737,117,3.4,7.2,2.24,0,0,2.6,32.3,29,15.1,18.7,2.3,0,11.8,48.9,23.8,12.4,1.7,1.4,7.9,92.1,45676,47754
id_002979,train,271000,4156,33.903756,-118.33114,1784,230,3.4,3.23,2.23,1.2,0,18.7,18.8,28.9,27.1,4.2,0.4,0.6,13.3,42.3,31.3,11.3,1.7,0,16.5,83.5,40967,45577
id_002980,train,429600,7022,33.912774,-118.339741,2522,149,3.5,4.49,2.7,1.1,1.3,5,13.1,29.1,32.4,10,6.4,1.6,9.6,43.3,31.8,12.6,2.7,0,15.7,84.3,38272,44720
id_002981,train,392800,4118,33.913734,-118.333274,1168,91,4.4,4.38,3.12,0,2.1,3.2,13.5,11.7,10.7,25.3,33.6,0,5.7,17.9,43.1,27.9,5.4,0,24.2,75.8,38273,47804
id_002982,valid,436200,7910,33.910199,-118.319233,2975,169,4.9,3.23,2.49,0,2.4,6,2.1,4.4,15.2,64.2,2.5,3.2,1.5,19.2,18.7,49.3,9.8,1.3,58.4,41.6,57639,65249
id_002983,train,402900,3045,33.92669,-118.317262,1127,52,6,2.98,2.75,0,7.5,14.8,2.8,0,10.1,47.7,15.5,1.4,1.6,5.4,9.1,58.3,24.7,0.9,86.1,13.9,77964,93677
id_002984,train,442900,3819,33.926735,-118.296344,1173,22,4,3.23,3.13,0,0,8.2,22.3,5,15.3,16.2,18.9,14.2,23,10.1,37.8,25.7,2.1,1.3,19.3,80.7,34250,46629
id_002985,test,NA,4304,33.920343,-118.300016,1309,132,5.7,3.39,3.74,0,1.3,4,3,6.9,18.6,48.7,5.1,12.5,0,4.7,23.2,49.8,19.5,2.8,68.6,31.4,51454,67802
id_002986,valid,295000,4427,33.911364,-118.297167,1348,67,3.7,3.29,3.24,0,0,2.4,9.6,8.5,22.1,38.9,12.2,6.2,8.6,34.4,17.9,35.2,3.9,0,58.8,41.2,31844,44498
id_002987,valid,357100,7139,33.900861,-118.295594,2537,81,3.6,2.77,2.91,7.1,1.1,4.5,9.9,17.9,22,18.6,16.7,2.1,6.9,29.5,37.7,19,5,2,34.2,65.8,34630,46539
id_002988,train,242800,1512,33.893365,-118.297063,693,0,3.4,2.22,2.41,0,0,0,26.3,30.7,7.1,19.5,11,5.5,5.3,29.3,54.3,8.7,2.5,0,27.3,72.7,51210,51846
id_002989,train,243100,5591,33.898264,-118.304305,2071,262,4,2.84,2.98,0,0,10,34.9,14.7,17.4,5.7,10.7,6.6,2.8,18.3,49.9,21.8,5.4,1.8,34.9,65.1,31774,47804
id_002990,train,439900,2035,33.890632,-118.303972,967,0,4.5,2.92,1.96,0,5.3,9.1,7.8,11.7,7.1,21.6,30.6,6.8,5.4,24.4,35.1,25.4,8.7,1,36.7,63.3,33015,48743
id_002991,train,393700,4244,33.886503,-118.295477,1706,107,4.1,2.87,2.63,1,1.5,6.2,15.4,9.9,20,16.1,16,14,3.8,16.2,50,27.6,2.2,0.2,36.6,63.4,55469,65486
id_002992,train,371300,4084,33.878259,-118.295035,1500,43,4,2.96,2.63,1.6,0,14.7,21.9,28.7,8.9,14.7,9,0.5,4.7,21.7,37.4,30.1,6.1,0,25.4,74.6,42610,54185
id_002993,train,429900,2777,33.868162,-118.299385,1218,56,4.9,2.94,2.05,0,15.9,2.8,4.4,11.2,30.2,20.9,9.1,5.5,0,10.3,36.9,37.8,11.6,3.3,71.9,28.1,63532,78028
id_002994,train,409700,3828,33.884151,-118.306238,1684,33,4.2,2.55,2.08,4.9,0,5.2,5.4,12.3,21.1,30.5,11,9.6,4,12.2,44.2,30.8,7,1.8,30.7,69.3,48397,56845
id_002995,train,340200,3804,33.877389,-118.305907,1661,117,4.1,2.21,2.22,1,0.7,10.3,10.4,17.5,16.7,23.5,12.2,7.6,2.6,16.4,47,28.8,3.7,1.4,47.4,52.6,41368,53525
id_002996,train,395200,4367,33.894485,-118.313055,1610,171,4.8,2.88,2.34,0,0,0,3.6,6.4,17.1,50.4,19.9,2.5,5.6,10.1,37.6,41.5,3.8,1.5,59.1,40.9,58606,69182
id_002997,test,NA,3074,33.898393,-118.320878,969,4,4.9,3.4,2.92,0.7,1.2,1.4,0.6,0,7.2,64.7,22.9,1.1,2.9,4.5,33,49.8,7.9,1.8,79,21,64097,73594
id_002998,test,NA,4037,33.889472,-118.321993,1465,52,5,2.83,2.74,0,3.7,4.4,0.9,7.5,1.2,29.4,45.9,7,0,13.4,30.2,45.1,11.3,0,75.2,24.8,78262,99673
id_002999,test,NA,5087,33.891168,-118.334942,1690,23,5.4,2.88,3.11,1.8,0,0,1,5.3,7.3,52.2,32.4,0,1.3,3.1,11.4,67.1,16.3,0.8,81.9,18.1,77288,89193
id_003000,valid,442800,2703,33.898384,-118.339208,867,5,5.2,3.61,4.59,9.5,0,1,0,1.7,5.1,79.7,0.9,2.1,0,0.6,12,76,11.4,0,85.2,14.8,84524,90744
id_003001,test,NA,6348,33.898191,-118.330519,2170,120,3.9,2.91,3.27,0,2.9,3.9,39.1,7.1,24.4,10,6.3,6.4,7.2,27.7,41.6,22.3,0.5,0.8,21,79,39063,48670
id_003002,train,340800,4483,33.898729,-118.347991,1514,138,4.1,2.96,3.33,0,0,5.4,23.5,24.5,25.8,11.3,9,0.5,4.8,11.9,61.6,12.1,9.7,0,20.8,79.2,48962,59473
id_003003,train,452400,4153,33.891486,-118.348272,1246,64,4.5,2.66,3.34,2.6,0,9.7,23.8,9.4,25.2,14.8,12.8,1.7,2.7,10.4,47.9,34.8,3.2,1,26.2,73.8,33718,52552
id_003004,train,366600,7527,33.89529,-118.35735,2578,67,4.4,3.42,2.97,2,3.3,7.4,14.8,28.2,14,24,6.3,0,4.4,17.9,31.8,36,7.4,2.5,45,55,55446,63957
id_003005,train,412200,4470,33.883509,-118.357169,1380,53,4.4,3.62,3.07,7.1,0,2.2,9.9,9.1,17,35.8,14,4.9,0.9,7.2,50.9,36,5,0,24.7,75.3,35729,46789
id_003006,train,476900,5078,33.876367,-118.3571,1710,161,4.5,3.2,3.22,6,0.9,8.5,17.2,17.7,28.9,16.8,1.2,2.7,2.2,12.2,37.2,33.5,11.9,3.1,22.3,77.7,58555,63684
id_003007,train,424600,7058,33.88257,-118.3479,2161,151,4.3,3.36,3.64,2,2.2,5.7,12.9,9,15.2,33.7,11.2,8.1,4,9.3,45.5,35.5,5.3,0.5,35.9,64.1,50610,58503
id_003008,test,NA,2034,33.740232,-118.301203,687,0,4.9,2.73,2.95,0,0,19.5,21.1,6.4,8.4,7.6,13.7,23.3,0,11.6,46,25.3,13.8,3.2,56.2,43.8,69375,82316
id_003009,train,863400,3943,33.927136,-118.40397,1610,30,5.2,2.9,1.97,0,0,1.9,4.7,6.5,6,46.1,28.2,6.6,1.3,18,22.7,39.6,12,6.5,52.6,47.4,98177,115558
id_003010,valid,751400,3609,33.921041,-118.405493,1593,68,4.2,2.92,1.84,2.4,1.8,1.2,23.7,18.7,21.5,21.2,7.7,1.8,1.6,24,38.4,28.6,4.6,2.7,34.1,65.9,71116,93949
id_003011,valid,719300,5426,33.928054,-118.41958,2312,36,5.1,2.48,2.33,1.4,3.2,7.4,10.9,21.2,12.3,23.4,11.2,9,0.6,11.5,42.3,27.8,16.3,1.6,55.4,44.6,93333,110537
id_003012,train,848200,3617,33.920107,-118.41858,1790,77,4.3,2.66,2.1,0.7,2.5,6.9,11.1,13.1,22.1,15.9,8.7,19.1,5.1,17.8,47.2,20.2,7.7,2.1,24.1,75.9,86685,102423
id_003013,train,731500,5390,33.883885,-118.371761,2098,70,5.8,2.95,2.62,3.1,4.6,11.3,11.6,12.1,14.3,15.5,23.7,3.8,2.4,5,31,34.7,22.9,4,69.3,30.7,117333,137271
id_003014,test,NA,4097,33.87652,-118.365201,1726,7,4.8,2.65,2.27,3,5.4,6.6,22.6,17.8,22.8,16.9,2.8,2.1,0.3,9.8,43.9,30.8,14.1,0.9,46.7,53.3,86050,104855
id_003015,train,775800,4632,33.876453,-118.374926,1956,211,5.1,2.51,2.31,2.9,7.3,13.4,18.8,14.3,15.7,18.8,4.8,4.1,0,11,33.3,26.2,28.5,1,59.2,40.8,110324,122511
id_003016,train,652000,5523,33.869998,-118.366035,2436,141,4.3,2.27,2.75,9,12.9,7.5,18.8,19.6,15.1,11.9,3.4,1.8,1,14.7,42.3,28.6,13.5,0,46,54,84495,110593
id_003017,train,665900,5376,33.862318,-118.365745,2070,41,5.5,2.74,2.3,0.5,4.7,6.7,16.5,11,8.1,47.4,2.2,2.8,0.8,4.3,20.3,55.4,15.3,4,73.7,26.3,110033,126350
id_003018,train,772400,6704,33.869924,-118.381082,2946,170,5.1,2.66,2.43,1.2,4.4,6.1,25.3,18.1,25.4,10,2.9,6.5,1.4,16,28.8,41,12.8,0,55.5,44.5,110474,141926
id_003019,train,763300,7059,33.86262,-118.37969,2674,103,5.7,2.66,2.77,3.9,2.9,9.8,26.3,14.4,20.5,16.8,4.1,1.3,0,4.3,18.1,55.7,19,2.8,69.8,30.2,106365,131197
id_003020,valid,935300,4119,33.869459,-118.393663,2045,60,4.8,2.34,1.87,1.4,0.5,5.1,9.4,26.7,16.1,22.2,7.7,10.8,2.9,15.5,33,35.8,10.2,2.6,59.4,40.6,108561,140737
id_003021,valid,881000,2883,33.859875,-118.388228,1336,101,5,2.34,2.01,1.6,4,4.4,12.6,17.1,21.2,19.7,11.8,7.8,0,17.7,29.5,41.2,10,1.6,55.5,44.5,110116,142275
id_003022,train,832500,6452,33.850105,-118.382969,2677,94,5.3,2.52,2.17,4.9,5,8.1,11.5,20.6,16.9,16.7,6.5,9.7,0.5,9.9,33.5,36.3,14.5,5.3,59.6,40.4,102150,129301
id_003023,train,556400,3230,33.844318,-118.39105,2278,266,3.2,1.47,1.41,0.2,7.2,4.6,18,44.6,11.6,5.5,1.4,6.8,4.9,57,29.1,5.8,3.2,0,28.5,71.5,61967,83342
id_003024,train,788300,6769,33.835844,-118.379366,3149,141,4.8,2.55,1.98,2.3,2.6,10.8,15.7,17,22.7,8.4,7.2,13.2,1,11.4,47.7,20.7,13.8,5.4,51.2,48.8,81667,108628
id_003025,train,743900,3842,33.834423,-118.387996,2354,333,3.7,2.09,1.67,1.1,1.4,2.5,10.8,43.1,19.8,6.2,6.1,9,3.7,45.8,34.2,13.7,1.1,1.4,32.5,67.5,84618,112517
id_003026,train,950100,4414,33.822734,-118.37987,1963,52,5,2.59,1.98,1,5,4.3,4.5,14,23.7,28.9,15.2,3.3,0.6,12.1,34.9,30.9,16.3,5.2,52.5,47.5,103422,117496
id_003027,test,NA,5853,33.878864,-118.319307,2296,142,5.5,3.04,2.21,0.6,0,4.2,7.9,5.7,19.9,48.4,12.6,0.6,4.8,18.9,12.6,41.4,16.2,6.1,65.2,34.8,71780,84336
id_003028,valid,602600,3158,33.87598,-118.33815,1249,153,3.7,3.11,2.03,0.9,2.2,2.6,8.8,16.7,29.2,33.5,6.1,0,15.7,28.5,19.6,30.5,2.2,3.4,32.8,67.2,45287,65034
id_003029,train,528600,4005,33.876633,-118.331546,1656,54,4,3.03,2.39,0,2.2,1.3,11.9,15.8,21,35.5,11.7,0.7,0.7,26,39.6,29.8,3.9,0,39.5,60.5,65585,72055
id_003030,valid,559900,5831,33.867234,-118.31734,2168,90,5.7,2.59,3.16,0.3,2.5,2,2.7,12.2,25.9,48.6,2.5,3.4,3.8,3.2,16.1,57.9,16.7,2.4,85,15,82768,87062
id_003031,train,515800,2248,33.869826,-118.332469,783,0,5.3,2.85,2.6,0,0,0.1,0.4,8.6,12.3,65.5,9.5,3.7,2,6.5,28.2,47.8,15.5,0,70.9,29.1,81850,92882
id_003032,train,554200,5783,33.863116,-118.335556,1986,149,5.3,2.84,3.26,1.1,0,0.5,1.4,10,11,72.8,2.1,1.2,0.7,2.9,16.8,63.1,14.4,2.2,74.3,25.7,80804,88283
id_003033,train,566100,6704,33.86697,-118.349526,2616,128,4.8,2.99,2.42,2.3,5.1,4.1,11.4,16.2,16.4,36,5,3.5,0.3,16.9,29.8,39.6,12,1.4,48.2,51.8,60404,80093
id_003034,train,646000,4472,33.835278,-118.336071,1562,120,5.5,3.25,3.13,4.6,0.2,2.2,2.4,6.2,9.7,57.3,14.4,2.9,0.6,0.4,12.4,59.2,21.6,5.6,81.3,18.7,93214,109403
id_003035,train,671900,3063,33.85348,-118.358409,1105,0,6,2.98,3.82,0,1.1,1.4,6.3,7.4,6.8,75,2,0,0,0,3.9,67.4,24.8,3.9,90,10,97656,109875
id_003036,valid,712200,4294,33.853264,-118.369904,1664,66,5.6,3,2.37,0,4.1,1.6,0.6,20.1,22.2,41.2,10,0,0.5,8.7,16,45.7,27.9,1.1,71.7,28.3,100144,106592
id_003037,valid,607800,7161,33.841837,-118.360992,3130,123,3.6,3.03,2.58,0.4,1.1,3.6,16.9,26.3,37.7,11.4,1.7,0.9,3.4,37.1,35.5,16.8,6.8,0.4,16.4,83.6,61406,77679
id_003038,test,NA,3958,33.843847,-118.369188,1626,33,5.8,2.93,2.27,0,3.3,7.5,7.4,16,31.5,30.7,3.5,0,5.6,11.7,15.3,33,31.7,2.8,60.6,39.4,71691,94018
id_003039,train,587300,5412,33.840781,-118.348974,2575,123,3.2,3.2,2.06,0,0,1.6,10.3,38.2,30.1,16.6,1.9,1.2,10.4,50,28.7,10.5,0.4,0,5.2,94.8,57857,64459
id_003040,test,NA,2763,33.845435,-118.349787,1177,43,4.1,2.98,2.52,0,0,1.3,1.9,37.8,45.2,13.8,0,0,0,27.2,36.1,19.1,14.2,3.4,30.6,69.4,83750,94555
id_003041,train,672900,2521,33.832743,-118.356787,1032,118,5.3,2.49,2.51,15.8,5.6,1,0,1.2,7.5,63.9,4.3,0.9,1.2,7.3,15.8,60.7,14.1,1,84.9,15.1,102321,106219
id_003042,train,660300,4590,33.83188,-118.367337,1644,49,5.7,3.05,3.07,0,2.9,0.9,4.9,2.8,4,78.8,5.2,0.6,0,1.3,13,60.9,19.7,5,87,13,103765,120674
id_003043,valid,553700,7074,33.827227,-118.335451,3042,144,5,2.05,2.49,0,11.6,19.7,39.7,8.2,16.4,3.4,1,0,0,11.4,40.1,36,12.3,0.2,76.9,23.1,71879,87552
id_003044,train,560800,5928,33.837101,-118.321385,2614,136,4,2.17,2.31,2.1,3.1,6.7,7.3,5.5,18,12.5,11.2,33.6,6.2,25.9,44.2,21.7,2,0,41.6,58.4,55588,70460
id_003045,train,523000,7103,33.824547,-118.316871,2692,202,4.3,2.6,2.57,12.6,2.2,3.8,11.1,11.6,11.7,22.1,12.4,12.7,2.3,17.3,46.6,27.2,6.6,0,50.8,49.2,81089,94230
id_003046,test,NA,5522,33.811865,-118.314005,1994,135,5.4,3,2.97,4,2.9,6,7.1,23.4,29.3,12.4,11.4,3.6,0.6,6.1,22.5,46.6,17.4,6.9,81.2,18.8,76964,96761
id_003047,valid,652600,4606,33.813718,-118.323825,1828,123,5.7,2.63,2.4,1.8,2.6,4.5,5.4,28.3,32,18.3,6,1.1,8.8,11.1,13.6,37.1,25.7,3.7,63.5,36.5,83281,105481
id_003048,valid,802200,5103,33.817242,-118.336629,1903,16,5.9,2.75,3.04,0.7,1.5,3.6,2.3,19.9,58.2,13.6,0,0.2,0,2.9,28.3,28.3,31.7,8.8,59.4,40.6,81648,101077
id_003049,valid,569000,3639,33.820373,-118.346341,1823,64,4,2.21,1.87,1.9,2.1,0.4,2.6,20,47.4,23.4,1,1,5,37.1,29.2,20.1,6.7,1.9,38.9,61.1,54654,67882
id_003050,train,727100,5056,33.821185,-118.367261,1776,46,5.6,2.76,2.8,0,1.1,0.3,0.7,2.6,6,72.6,15.8,0.8,0,1.3,13.2,60.1,20.6,4.8,84.9,15.1,102754,108989
id_003051,train,694100,3291,33.822543,-118.355105,1436,195,3.8,3.5,2.04,3.8,3.3,7,5.4,24.4,28.5,26.3,1.3,0,6.9,38.1,21.7,17.4,14.3,1.6,36.3,63.7,68750,84645
id_003052,train,678300,6211,33.811983,-118.358106,2476,120,4,2.44,2.68,0,2.2,1.5,6.1,30,48.4,10.4,0,1.3,1.5,25.1,41.8,12.2,18,1.4,31.2,68.8,75714,86845
id_003053,train,951000,6311,33.80661,-118.370954,2600,200,5.9,2.4,2.55,0.5,3.8,0,3,8.8,22.3,51.2,9.3,1.2,1,8.3,8.2,56.8,22.9,2.8,79.6,20.4,107667,140446
id_003054,train,855300,5114,33.812953,-118.383422,2572,242,4.6,2.23,2.04,0,3.3,2.5,1.8,17.5,26.2,36.5,8.4,3.8,1.2,11.2,49,28.7,8.7,1.1,50.6,49.4,99643,118205
id_003055,valid,590300,2614,33.786515,-118.334504,1154,66,4.8,2.23,1.91,0,3.6,1.2,3.6,21.8,23.9,37.4,8.1,0.3,2.4,15.2,35.3,31.5,11.7,3.9,70.1,29.9,49426,68765
id_003056,valid,695700,6050,33.796898,-118.345183,2378,44,5.3,2.92,2.22,1.8,1.9,2.3,8.7,24.7,18.5,33.3,6.9,1.9,0.6,14.5,22.3,39.4,16.4,6.8,63,37,86635,102933
id_003057,train,481200,3311,33.803903,-118.316777,1291,77,4.6,2.95,2.71,0,6.4,4.2,11.2,19.2,19.1,20.3,5.7,14,0,23.7,33.8,31.9,9.3,1.3,56.8,43.2,73036,83705
id_003058,train,550400,4001,33.795105,-118.313342,1435,26,4.4,2.72,2.78,0,0.6,1.5,7.9,8.9,34.8,30.3,8.4,7.5,0.8,18.1,45.6,28.4,6.1,1,39.4,60.6,66823,71132
id_003059,valid,430800,5788,33.796724,-118.322867,2359,167,4.6,2.66,2.57,0,0.5,8.9,8.4,13.9,18.1,21.7,11.8,16.7,4.3,24.2,29.8,24.6,14.2,2.8,45.6,54.4,54608,68888
id_003060,train,526900,6659,33.785688,-118.317278,2701,29,4.4,2.52,2.33,0,0.4,0.8,7.1,25.7,25.7,18.3,13.1,9,5,24.5,36.7,21.1,11.8,0.9,43.5,56.5,63726,79947
id_003061,valid,946200,2646,33.767398,-118.376004,1173,23,6.1,2.45,2.14,3.9,7.3,0.3,5.5,39.7,36.5,5.7,1,0,0,15.6,24,29.5,23.8,7.2,70.4,29.6,110682,163343
id_003062,train,921000,5758,33.774952999999996,-118.385894,2295,112,5.3,2.7,2.96,0,0,4.8,7.8,47.4,30.5,8.9,0,0.6,3,6.4,31.2,33.3,20.1,6,58,42,92796,114554
id_003063,train,899000,4427,33.785222,-118.379028,1590,81,6.3,2.79,3.34,0,1,1.5,0,4.1,29.9,61,2.5,0,0,0,1.3,49.6,44.5,4.7,91.1,8.9,117289,156999
id_003064,test,NA,4782,33.773013,-118.397612,1837,51,6.8,2.71,2.98,0,0.4,3,2.7,30.6,58.1,4,0.5,0.6,0,3,10.3,28.3,38.4,20,81,19,119875,160858
id_003065,train,718800,6882,33.759882,-118.312972,2548,152,5.9,2.79,2.56,0,2.4,0,5.1,20.2,24.2,45.4,1.3,1.4,0.6,6.2,15.8,45.6,26.6,5.2,76.8,23.2,99519,114398
id_003066,train,887500,5232,34.092692,-118.353463,3434,114,3.2,2.51,1.67,1.5,0,2.8,4.8,6.8,22.4,18.2,11.6,31.9,6.3,52.9,37.9,2.6,0,0.3,5.4,94.6,35912,50616
id_003067,valid,509600,4061,34.088816,-118.356453,2492,41,3,2.78,1.62,4.9,0,3.8,2,7.3,29.3,39.4,5.8,7.4,8.4,61,24.7,4.9,0.6,0.5,6.9,93.1,26337,47938
id_003068,test,NA,6321,34.092958,-118.365236,4719,357,3.3,1.44,1.47,0.8,2,1.6,5.1,5.7,18.4,34.3,8.4,23.7,10.6,55.6,30.3,3.1,0.4,0,8.6,91.4,49909,79417
id_003069,test,NA,5623,34.091388,-118.371775,4108,278,3.7,1.34,1.39,1,2.3,2,3.2,21.9,27.6,17.7,9.7,14.6,5.9,49.1,42.1,2.4,0.4,0.1,37.4,62.6,70922,83939
id_003070,test,NA,5237,34.082071,-118.378271,3629,520,3.7,1.54,1.62,0.9,0.3,3.3,7.1,18.5,17,14.8,8,30,9.2,38.3,42.8,7.7,2,0,19.3,80.7,60433,102571
id_003071,train,715400,3687,34.088221,-118.387616,2876,318,3.4,1.41,1.46,0.6,2.4,9.3,0.6,26.1,19.5,14,6.6,20.9,4.6,49.9,36.7,4.8,3.6,0.4,49.3,50.7,55565,92996
id_003072,test,NA,4246,34.089985,-118.381278,3359,283,3.5,1.47,1.32,2.1,0.7,0.5,8.5,29.1,33.4,11.1,7.2,7.4,13.4,48.1,35.4,2.8,0,0.4,38.3,61.7,72500,94257
id_003073,train,887400,3268,34.033871,-118.489817,2007,153,4.1,1.76,1.66,0.9,2.8,1.2,7.1,24.4,16.7,18.7,14.4,13.6,2.6,35.5,41.7,18.5,1.1,0.5,26.6,73.4,85147,117146
id_003074,train,723700,4684,34.02716,-118.497941,3081,193,3.5,1.67,1.55,0,0.9,1.3,10.1,21.4,22.1,24.3,7.5,12.5,10,41.4,42.9,5.7,0,0,18.1,81.9,62723,89704
id_003075,valid,991500,6696,34.021574,-118.501575,4625,344,3.2,1.75,1.6,2.2,4.8,7.4,7.4,19.2,27.9,12.3,5.9,12.9,18.2,45.8,30.7,5.1,0,0.3,9.7,90.3,65086,102569
id_003076,train,760500,4986,34.027715,-118.490983,2999,328,3.9,1.89,1.77,0,1.9,2.6,8.3,28.6,24.1,17.6,7.7,9.2,0.6,37.6,46.3,15.4,0,0,21,79,80770,94428
id_003077,train,628200,3841,34.025176,-118.487475,2067,119,3.5,1.61,1.71,0,1.3,1.9,7.2,31.1,27,14.8,7.8,9,8.2,47.1,34.1,10.6,0,0,14.9,85.1,64716,93963
id_003078,train,658200,4037,34.035656,-118.474591,2134,120,4.2,2.17,1.72,2.6,1.2,5,12.7,23.1,14.6,24.2,8.4,8.2,1.3,35.3,46.6,15.7,1.2,0,28.1,71.9,74716,92277
id_003079,test,NA,3196,34.033816,-118.470449,1904,73,3.8,1.76,1.85,0,0.2,1.1,13.1,31.6,23.6,13.8,9.8,6.9,1.1,36.3,45.9,16.8,0,0,21.2,78.8,61761,71806
id_003080,train,611800,3106,34.022568,-118.48431,1751,158,3.4,1.61,1.79,5.3,1.9,10.3,12.9,13.6,23.9,14.2,4.9,13,9.6,43.5,33.8,12.6,0,0.5,7.5,92.5,56531,62751
id_003081,train,601300,5867,34.025873,-118.466338,2851,369,3.5,2.56,2.16,4.7,5.3,2.2,3.1,14.9,22.8,26.9,16.2,4,5.7,48.3,29.9,13,3.1,0,21.2,78.8,47843,66527
id_003082,train,599400,4463,34.017897,-118.477335,1981,84,3.8,2.47,1.81,0,2.3,7.8,11.3,16.2,14.1,30.3,9.4,8.5,4.1,30.5,56,7,2,0.5,13.4,86.6,50313,59157
id_003083,train,804700,4016,34.015358,-118.492892,2922,418,2.4,2,1.33,4.9,18.7,14.8,10.8,6,21.1,6.4,3.4,13.8,38.3,43.4,16.4,1.4,0,0.5,1,99,36467,72981
id_003084,test,NA,5700,34.006943,-118.484591,3822,569,3.2,1.86,1.56,1.8,0.4,7.5,5.5,22.4,23.8,17.6,3.7,17.3,6.8,57.4,24.5,8.1,2.4,0.8,23.5,76.5,70910,99306
id_003085,valid,956400,4483,34.012992,-118.473553,2356,81,4.2,2.46,1.91,1.1,0.8,3.1,4.9,12.1,17.2,28,14.8,17.9,3.5,28.7,42.4,20.5,3.4,1.6,27.3,72.7,77829,98111
id_003086,test,NA,4541,34.024713,-118.385654,1981,128,4.3,2.63,1.95,1.5,2.2,3.5,7,8.4,12.6,12.7,17.8,34.4,0.9,30.1,38.6,22.2,7.1,1.2,39.7,60.3,78514,95980
id_003087,test,NA,4625,34.014668,-118.395211,2103,55,4.7,2.7,2.06,0.9,0,1.8,2.8,14.8,13,23.4,13.6,29.8,3.3,22.4,30.8,33.4,9.7,0.3,49.6,50.4,91367,116998
id_003088,train,436900,4048,34.008132,-118.388627,2180,68,4.5,1.98,2.33,0,0,1.3,4.5,70.8,11.3,11.1,0,1,0.6,20.6,41.6,34.8,2.3,0,76,24,78966,97185
id_003089,train,705400,6069,33.996101,-118.395457,2408,44,6,2.57,2.26,0,0.6,4.4,3.2,8.4,9,58,13.5,2.9,0.7,5.5,22.1,54.9,16.5,0.2,78.1,21.9,89375,108530
id_003090,train,761800,3440,34.005341,-118.402355,1325,57,5.8,2.86,2.32,1.4,1.2,2.3,3.6,1.4,3.9,23,53.1,10,0.8,3.5,23.5,53.7,15.2,3.3,84.9,15.1,118264,134356
id_003091,valid,748100,5205,34.01225,-118.410278,2146,117,4,2.93,2.28,3,1.2,2.2,12.5,9.3,8.9,26.7,25.1,11,10.7,26.9,33.1,20.9,7.4,1,33.3,66.7,62064,81738
id_003092,valid,656300,2282,34.005766,-118.417216,926,74,4.6,2.76,2.65,0,0,0.4,0,9.9,16.8,40.2,29.6,3,2.3,21.3,40.6,32.4,1.8,1.6,48.5,51.5,75313,94586
id_003093,train,724700,2963,33.996422,-118.430491,1190,11,4.1,2.55,2.4,5.4,0,2.7,7.4,11.2,19.7,20.8,19.1,13.8,2.5,31.2,37.8,24.6,3.9,0,40.5,59.5,49095,67689
id_003094,train,445700,8866,33.976877,-118.454776,6964,1284,3.2,1.63,1.55,6.6,4.1,4.5,3.6,36.8,39,3.6,1.5,0.4,10.3,56.7,28.9,3.7,0.4,0,7.3,92.7,91218,108706
id_003095,train,393900,5889,33.983511,-118.385229,3346,237,4,1.58,2.11,1,0,5.6,11.6,40.9,27.9,8.6,2.4,2,2.3,35.7,49.6,9.8,2.6,0,56,44,71636,81338
id_003096,train,830600,6605,33.985772,-118.373786,3020,61,6.8,2.36,2.51,0.5,0.6,3.3,6.7,10.1,25.9,44.2,4.7,3.8,0,1.3,25.4,38.4,24.7,10.2,70.5,29.5,102675,130940
id_003097,train,634800,5446,33.992007,-118.353397,2495,83,6.2,2.48,1.82,0,1.2,0,2.7,2.1,15.5,28.2,29.3,21,0,17.2,26.5,37.2,15.8,3.3,67.3,32.7,78083,97448
id_003098,train,624400,5629,33.998459,-118.33966,2463,264,6.5,2.46,2.19,0.9,2.3,2.5,6.9,2.4,5.6,13.4,29.2,36.9,1.1,3.5,33.4,35.6,14.9,11.4,78.3,21.7,85494,112971
