obs_id,train_id,count,season,year,workingday,weather,temp,humidity,windspeed
id_000719,train,5267,Fall,1,1,Dry,5.945,0.625417,19.84986349176
id_000720,test,NA,Fall,1,1,Rain,5.78,0.667917,14.28292629614
id_000721,train,3623,Winter,1,1,Rain,5.560022,0.556667,40.36813899374
id_000722,test,NA,Winter,1,0,Dry,1.544978,0.44125,43.92240017988
id_000723,train,1787,Winter,1,0,Dry,0.224978,0.515417,14.34977827974
id_000724,valid,920,Winter,1,1,Rain,-0.733936,0.791304,8.327428119712
id_000725,train,1013,Winter,1,0,Rain,3.226064,0.734783,18.19301255628
id_000726,train,441,Winter,1,1,Snow,0.059978000000001,0.823333,34.13181935588
id_000727,valid,2114,Winter,1,1,Rain,0.775022,0.652917,37.75336382874
id_000728,train,3095,Winter,1,1,Rain,0.719977999999998,0.59,16.76378184238
id_000729,train,1341,Winter,1,0,Rain,0.719977999999998,0.752917,13.41169399374
id_000730,train,1796,Winter,1,0,Dry,0.884977999999997,0.483333,37.82032363812
id_000731,test,NA,Winter,1,1,Rain,-1.755022,0.5775,16.69639072988
