obs_id,train_id,class,text
id_000480,train,0,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
id_000481,train,1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
id_000482,train,1,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
id_000483,valid,0,Nope i'm not drivin... I neva develop da photos lei...
id_000484,train,1,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
id_000485,train,1,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
id_000486,valid,0,The evo. I just had to download flash. Jealous?
id_000487,train,1,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
id_000488,valid,0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
id_000489,train,0,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
id_000490,train,0,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
id_000491,train,0,Carry on not disturbing both of you
id_000492,train,1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
id_000493,train,1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
id_000494,train,1,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
id_000495,test,NA,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
id_000496,test,NA,Do u noe how 2 send files between 2 computers?
id_000497,test,NA,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
id_000498,train,0,I know you are. Can you pls open the back?
id_000499,test,NA,Home so we can always chat
id_000500,train,1,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
id_000501,train,1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
id_000502,train,1,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
id_000503,train,0,Do you always celebrate NY's with your family ?
id_000504,train,0,"Sorry, I'll call later"
id_000505,test,NA,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
id_000506,train,0,I though we shd go out n have some fun so bar in town or something – sound ok?
id_000507,valid,0,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
id_000508,train,1,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
id_000509,train,0,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
id_000510,test,NA,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
id_000511,train,0,Thanks for understanding. I've been trying to tell sura that.
id_000512,train,0,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
id_000513,train,1,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
id_000514,test,NA,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
id_000515,valid,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
id_000516,train,0,Well obviously not because all the people in my cool college life went home ;_;
id_000517,train,1,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL
id_000518,train,0,Hi.:)technical support.providing assistance to us customer through call and email:)
id_000519,train,0,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
id_000520,train,0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
id_000521,test,NA,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
id_000522,valid,1,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
id_000523,test,NA,No let me do the math. Your not good at it.
id_000524,train,0,What time should I tell my friend to be around?
id_000525,test,NA,Ok... Help me ask if she's working tmr a not?
id_000526,test,NA,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
id_000527,train,0,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
id_000528,train,1,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
id_000529,test,NA,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
id_000530,valid,0,U repeat e instructions again. Wat's e road name of ur house?
id_000531,train,0,"Alright, we're all set here, text the man"
id_000532,train,0,"Aight, I'll text you when I'm back"
id_000533,valid,0,I want to be inside you every night...
id_000534,test,NA,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
id_000535,test,NA,I'm on the bus. Love you
id_000536,train,0,They just talking thats it de. They wont any other.
id_000537,valid,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
id_000538,train,0,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
id_000539,valid,1,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
id_000540,test,NA,U still going to the mall?
id_000541,test,NA,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
id_000542,train,0,Sorry da thangam.it's my mistake.
id_000543,valid,1,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
id_000544,train,1,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg
id_000545,test,NA,Gokila is talking with you aha:)
id_000546,test,NA,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
id_000547,train,0,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
id_000548,train,0,Wat r u doing?
id_000549,valid,0,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
id_000550,valid,1,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
id_000551,test,NA,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
id_000552,train,0,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
id_000553,train,0,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
id_000554,train,1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
id_000555,train,0,I'm leaving my house now.
id_000556,train,0,I wait 4 ü inside da car park...
id_000557,train,1,Please CALL 08712402972 immediately as there is an urgent message waiting for you
id_000558,train,0,Yun buying... But school got offer 2000 plus only...
id_000559,train,1,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
id_000560,train,0,Should I have picked up a receipt or something earlier
id_000561,train,1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
id_000562,test,NA,Just normal only here :)
id_000563,train,0,"Just sent again. Do you scream and moan in bed, princess?"
id_000564,train,0,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
id_000565,valid,1,Win a £1000 cash prize or a prize worth £5000
id_000566,train,0, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
id_000567,test,NA,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
id_000568,train,1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
id_000569,train,1,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
id_000570,train,1,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
id_000571,test,NA,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
id_000572,train,1,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
id_000573,train,1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
id_000574,valid,0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
id_000575,valid,0,Rofl betta invest in some  anti aging products
id_000576,train,0,"I'm in a meeting, call me later at"
id_000577,test,NA,I might go 2 sch. Yar at e salon now v boring.
id_000578,train,0,Am slow in using biola's fne
id_000579,train,1,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
id_000580,train,1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
id_000581,train,0,1's reach home call me.
id_000582,train,1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
id_000583,train,1,88066 FROM 88066 LOST 3POUND HELP
id_000584,train,0,I have printed it oh. So  &lt;#&gt;  come upstairs
id_000585,train,1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
id_000586,train,0,"I hav almost reached. Call, i m unable to connect u."
id_000587,valid,0,Havent.
id_000588,test,NA,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
id_000589,train,1,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
id_000590,train,0,I sent lanre fakeye's Eckankar details to the mail box
id_000591,valid,1,Filthy stories and GIRLS waiting for your
id_000592,valid,0,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
id_000593,train,0,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
id_000594,test,NA,Going on nothing great.bye
id_000595,valid,0,Hi:)cts employee how are you?
id_000596,test,NA,FreeMsg>FAV XMAS TONES!Reply REAL
id_000597,train,0,Love you aathi..love u lot..
id_000598,train,1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
id_000599,valid,0,Prakesh is there know.
id_000600,test,NA,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
id_000601,test,NA,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
id_000602,train,0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
id_000603,valid,0,Was playng 9 doors game and gt racing on phone lol
id_000604,train,0,K.k.how is your business now?
id_000605,train,0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
id_000606,train,1,You have 1 new voicemail. Please call 08719181503
id_000607,train,0,Then why you came to hostel.
id_000608,train,1,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
id_000609,test,NA,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
id_000610,train,0,I had askd u a question some hours before. Its answer
id_000611,train,1,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
id_000612,train,1,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
id_000613,train,0,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
id_000614,train,1,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
id_000615,train,0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
id_000616,train,0,Yup but not studying surfing lor. I'm in e lazy mode today.
id_000617,valid,1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
id_000618,train,0,Yup... How ü noe leh...
id_000619,valid,0,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
id_000620,train,0,Lol they were mad at first but then they woke up and gave in.
id_000621,test,NA,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
id_000622,train,0,Thanks honey. Have a great day.
id_000623,train,0,No shoot me. I'm in the docs waiting room. :/
id_000624,train,1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
id_000625,valid,0,Jordan got voted out last nite!
id_000626,valid,1,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
id_000627,valid,1,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
id_000628,valid,0,"It's cool, we can last a little while. Getting more any time soon?"
id_000629,train,1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
id_000630,train,0,S da..al r above  &lt;#&gt;
id_000631,train,0,I uploaded mine to Facebook
id_000632,train,0,What's your room number again? Wanna make sure I'm knocking on the right door
id_000633,test,NA,This message is brought to you by GMW Ltd. and is not connected to the
id_000634,test,NA,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
id_000635,train,1,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
id_000636,train,0,I've reached sch already...
id_000637,valid,1,Ringtone Club: Gr8 new polys direct to your mobile every week !
id_000638,train,1,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
id_000639,train,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
id_000640,valid,1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
id_000641,train,0,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
id_000642,train,0,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
id_000643,train,1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
id_000644,valid,1,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
id_000645,train,0,I sent your maga that money yesterday oh.
id_000646,train,0,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
id_000647,train,0,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
id_000648,train,1,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
id_000649,test,NA,Are you coming to day for class.
id_000650,train,1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
id_000651,train,0,Yeah I'll try to scrounge something up
id_000652,train,1,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
id_000653,train,1,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
id_000654,train,0,Its a part of checking IQ
id_000655,train,0,U buy newspapers already?
id_000656,valid,0,Pete can you please ring meive hardly gotany credit
id_000657,train,0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
id_000658,valid,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
id_000659,train,0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
id_000660,train,1,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
id_000661,valid,1,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
id_000662,train,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
id_000663,train,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
id_000664,train,0,Arun can u transfr me d amt
id_000665,valid,0,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
id_000666,test,NA,I will vote for wherever my heart guides me
id_000667,test,NA,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
id_000668,test,NA,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
id_000669,valid,0,Nope thats fine. I might have a nap tho! 
id_000670,train,0,What he said is not the matter. My mind saying some other matter is there.
id_000671,train,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
id_000672,train,0,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
id_000673,train,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
id_000674,test,NA,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
id_000675,train,0,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
id_000676,valid,0,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
id_000677,test,NA,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
id_000678,train,1,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
id_000679,train,1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
id_000680,train,0,I dont know oh. Hopefully this month.
id_000681,train,0,You busy or can I come by at some point and figure out what we're doing tomorrow
id_000682,train,0,:-) :-)
id_000683,train,1,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
id_000684,valid,1,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
id_000685,valid,0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
id_000686,valid,1,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
id_000687,train,0,Ay wana meet on sat?ü wkg on sat?
id_000688,train,0,Well you told others you'd marry them...
id_000689,train,0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
id_000690,train,1,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
id_000691,train,0,Yo sorry was in the shower sup
id_000692,train,1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
id_000693,test,NA,He remains a bro amongst bros
id_000694,valid,0,Ok Chinese food on its way. When I get fat you're paying for my lipo.
id_000695,train,1,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
id_000696,train,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
id_000697,train,0,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
id_000698,test,NA,Are you willing to go for aptitude class.
id_000699,train,1,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
id_000700,test,NA,Not course. Only maths one day one chapter with in one month we can finish.
id_000701,train,0,Hey what's up charles sorry about the late reply.
id_000702,train,1,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
id_000703,test,NA,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
id_000704,valid,1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
id_000705,valid,1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
id_000706,valid,0,Thank you princess! You are so sexy...
id_000707,test,NA,Ü takin linear algebra today?
id_000708,train,1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
id_000709,train,1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
id_000710,test,NA,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
id_000711,train,1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
id_000712,train,1,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
id_000713,train,1,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
id_000714,valid,0,at bruce b downs &amp; fletcher now
id_000715,train,1,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
id_000716,train,1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
id_000717,test,NA,Glad to see your reply.
id_000718,train,1,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
id_000719,test,NA,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
id_000720,train,1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
id_000721,train,1,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
id_000722,test,NA,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
id_000723,test,NA,Where at were hungry too
id_000724,test,NA,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
id_000725,train,0,No message..no responce..what happend?
id_000726,train,1,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
id_000727,train,0,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
id_000728,test,NA,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
id_000729,test,NA,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
id_000730,test,NA,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
id_000731,train,0,Gud ni8.swt drms.take care
id_000732,valid,1,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
id_000733,test,NA,"Sir Goodmorning, Once free call me."
